,prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
389,100.0,1.7,231.0,231.0,8,231.0,1,5.4424176
390,100.0,1.87,333.0,333.0,6,1687.0,1,7.430707
391,100.0,0.53,201.0,201.0,7,607.0,1,6.408529
392,32.5,0.23,50.0,154.0,6,173.0,1,5.1532917
393,59.2,0.2,177.0,299.0,34,404.0,0,6.001415
394,100.0,0.51,340.0,340.0,27,399.0,0,5.988961
395,100.0,2.45,143.0,143.0,23,207.0,0,5.332719
396,74.5,1.65,602.0,808.0,8,1116.0,0,7.017506
397,100.0,0.33,2325.0,2325.0,21,5158.0,1,8.548305
398,87.8,0.46,201.0,229.0,8,511.0,0,6.2363696
399,73.7,0.66,435.0,590.0,10,831.0,0,6.72263
400,87.1,0.56,1169.0,1342.0,10,1706.0,0,7.441907
401,75.2,0.3,465.0,618.0,19,673.0,0,6.5117455
402,99.0,0.62,104.0,105.0,10,117.0,1,4.762174
403,100.0,0.39,213.0,213.0,14,848.0,0,6.742881
404,89.8,0.43,202.0,225.0,6,570.0,1,6.3456364
405,81.0,0.36,383.0,473.0,22,623.0,1,6.4345465
406,63.7,0.4,135.0,212.0,5,274.0,1,5.613128
407,100.0,1.15,1691.0,1691.0,7,2465.0,0,7.809947
408,100.0,0.28,651.0,651.0,21,741.0,1,6.6080008
409,100.0,1.1,238.0,238.0,17,266.0,1,5.583496
410,100.0,0.1,384.0,384.0,7,798.0,0,6.6821084
411,100.0,0.21,232.0,232.0,7,396.0,0,5.9814143
412,100.0,1.41,317.0,317.0,15,1331.0,1,7.193686
413,100.0,0.98,327.0,327.0,7,640.0,1,6.461468
414,100.0,0.43,250.0,250.0,5,533.0,1,6.2785215
415,95.9,0.72,844.0,880.0,8,1040.0,1,6.946976
416,100.0,0.53,172.0,172.0,8,233.0,0,5.4510384
417,80.7,0.69,384.0,476.0,6,626.0,1,6.4393506
418,96.3,0.22,363.0,377.0,5,658.0,1,6.489205
419,95.7,1.76,179.0,187.0,6,1241.0,0,7.123673
420,100.0,1.26,108.0,108.0,9,185.0,1,5.220356
421,83.9,0.34,302.0,360.0,8,731.0,0,6.5944133
422,100.0,0.28,558.0,558.0,6,1939.0,1,7.5699277
423,61.2,0.39,161.0,263.0,7,364.0,0,5.897154
424,100.0,0.21,252.0,252.0,5,278.0,0,5.627621
425,98.1,1.35,259.0,264.0,9,316.0,0,5.755742
426,75.3,0.62,731.0,971.0,11,1142.0,0,7.0405364
427,100.0,4.36,109.0,109.0,29,139.0,1,4.934474
428,99.1,0.48,108.0,109.0,10,117.0,1,4.762174
429,38.7,0.52,118.0,305.0,7,341.0,1,5.8318825
430,84.5,0.81,163.0,193.0,14,323.0,1,5.7776523
431,74.0,0.22,344.0,465.0,7,913.0,0,6.8167357
432,100.0,0.04,125.0,125.0,8,185.0,1,5.220356
433,100.0,0.03,220.0,220.0,6,412.0,0,6.0210233
434,96.1,0.67,442.0,460.0,24,1175.0,1,7.0690236
435,100.0,2.11,1960.0,1960.0,12,5155.0,1,8.547723
436,92.3,0.44,192.0,208.0,7,223.0,0,5.4071717
437,100.0,1.0,11008.0,11008.0,27,31886.0,0,10.369923
438,94.4,0.69,168.0,178.0,10,364.0,1,5.897154
439,39.4,0.27,263.0,667.0,5,944.0,0,6.8501263
440,96.2,0.32,254.0,264.0,7,1697.0,0,7.4366174
441,100.0,0.19,552.0,552.0,16,999.0,0,6.906755
442,73.9,0.6,266.0,360.0,16,516.0,1,6.2461066
443,89.0,0.46,938.0,1054.0,36,1064.0,0,6.9697905
444,100.0,0.47,1174.0,1174.0,6,1380.0,0,7.229839
445,99.9,0.83,3655.0,3659.0,15,3725.0,0,8.222822
446,59.1,1.12,198.0,335.0,36,411.0,0,6.0185933
447,68.5,0.45,304.0,444.0,6,505.0,0,6.2245584
448,89.9,0.47,402.0,447.0,6,561.0,0,6.329721
449,88.0,0.18,191.0,217.0,7,302.0,1,5.710427
450,92.9,0.77,105.0,113.0,11,180.0,1,5.192957
451,100.0,0.79,3333.0,3333.0,7,5062.0,0,8.529517
452,100.0,0.12,269.0,269.0,8,340.0,1,5.8289456
453,85.1,0.42,114.0,134.0,7,144.0,0,4.9698133
454,100.0,1.87,938.0,938.0,7,1652.0,0,7.409742
455,100.0,0.41,198.0,198.0,5,244.0,0,5.497168
456,100.0,0.73,3941.0,3941.0,24,5349.0,1,8.584665
457,59.0,0.87,1136.0,1926.0,35,3566.0,0,8.1792
458,97.8,0.58,616.0,630.0,15,630.0,0,6.4457197
459,78.8,0.82,215.0,273.0,5,358.0,0,5.880533
460,65.5,0.41,116.0,177.0,7,191.0,0,5.2522736
461,92.9,0.83,117.0,126.0,13,208.0,1,5.3375382
462,85.6,0.16,255.0,298.0,7,63681.0,1,11.061642
463,66.6,0.49,613.0,920.0,6,4628.0,1,8.43988
464,83.7,0.3,642.0,767.0,26,2617.0,0,7.869784
465,87.4,0.45,118.0,135.0,7,212.0,0,5.3565865
466,100.0,0.06,667.0,667.0,7,737.0,0,6.6025877
467,100.0,0.97,110.0,110.0,19,111.0,1,4.7095304
468,85.5,0.67,2294.0,2683.0,10,2683.0,0,7.894691
469,39.6,0.26,593.0,1498.0,6,1580.0,0,7.36518
470,66.6,0.69,383.0,575.0,16,626.0,1,6.4393506
471,64.6,0.15,73.0,113.0,5,201.0,1,5.3033047
472,98.9,0.48,1397.0,1413.0,11,1877.0,1,7.53743
473,100.0,1.54,597.0,597.0,20,642.0,0,6.464588
474,100.0,0.4,198.0,198.0,19,279.0,0,5.6312118
475,92.5,0.23,2091.0,2261.0,6,2442.0,0,7.800573
476,95.6,0.57,2177.0,2278.0,7,2309.0,0,7.74457
477,100.0,0.81,99.0,99.0,5,100.0,1,4.6051702
478,97.7,0.63,171.0,175.0,8,232.0,1,5.4467373
479,88.1,2.0,297.0,337.0,7,395.0,0,5.9788857
480,100.0,0.16,100.0,100.0,19,121.0,1,4.7957907
481,100.0,1.21,300.0,300.0,7,5928.0,1,8.687442
482,74.6,0.39,209.0,280.0,22,294.0,0,5.68358
483,76.5,0.8,1823.0,2383.0,6,3374.0,0,8.123855
484,99.0,1.48,197.0,199.0,5,219.0,1,5.389072
485,100.0,0.58,4066.0,4066.0,7,5800.0,0,8.665613
486,72.8,0.52,209.0,287.0,13,291.0,1,5.673323
487,93.0,0.49,239.0,257.0,19,257.0,1,5.549076
488,100.0,0.93,96.0,96.0,8,121.0,1,4.7957907
489,100.0,0.43,686.0,686.0,7,821.0,0,6.710523
490,100.0,0.55,12060.0,12060.0,48,43436.0,0,10.679044
491,85.7,0.14,240.0,280.0,16,511.0,1,6.2363696
492,100.0,0.5,6524.0,6524.0,16,7373.0,0,8.90558
493,100.0,0.91,239.0,239.0,6,428.0,1,6.059123
494,73.2,0.9,235.0,321.0,9,321.0,0,5.771441
495,97.8,0.48,3649.0,3731.0,10,3742.0,0,8.227375
496,87.7,0.73,1808.0,2061.0,36,2136.0,0,7.6666903
497,43.1,0.42,889.0,2061.0,8,2136.0,0,7.6666903
498,100.0,0.41,381.0,381.0,16,403.0,0,5.9989367
499,81.1,2.21,13635.0,16812.0,39,21524.0,0,9.976924
500,85.5,0.44,189.0,221.0,8,714.0,1,6.570883
501,72.9,0.22,164.0,225.0,14,225.0,0,5.4161005
502,91.0,0.12,352.0,387.0,7,599.0,0,6.395262
503,100.0,0.16,106.0,106.0,18,156.0,1,5.049856
504,94.0,1.0,249.0,265.0,31,359.0,1,5.8833222
505,100.0,1.77,366.0,366.0,8,427.0,1,6.056784
506,77.3,0.75,2171.0,2807.0,25,3929.0,0,8.27614
507,78.5,0.61,175.0,223.0,7,3929.0,0,8.27614
508,56.3,0.31,426.0,756.0,16,834.0,1,6.7262335
509,89.7,0.68,87.0,97.0,24,115.0,0,4.744932
510,92.2,0.31,341.0,370.0,31,419.0,1,6.037871
511,100.0,0.39,535.0,535.0,12,1649.0,0,7.407924
512,100.0,0.46,642.0,642.0,8,1521.0,0,7.327123
513,70.7,0.57,289.0,409.0,8,737.0,0,6.6025877
514,100.0,0.04,178.0,178.0,33,199.0,1,5.293305
515,65.0,0.55,748.0,1150.0,18,1198.0,0,7.088409
516,75.7,0.33,1212.0,1601.0,5,1765.0,0,7.475906
517,100.0,0.03,6925.0,6925.0,8,8291.0,0,9.022926
518,71.7,0.96,104.0,145.0,7,291.0,1,5.673323
519,91.6,2.09,120.0,131.0,5,195.0,1,5.273
520,100.0,0.34,236.0,236.0,11,258.0,0,5.5529594
521,57.8,0.04,63.0,109.0,8,355.0,1,5.872118
522,84.2,0.22,218.0,259.0,19,2843.0,1,7.9526153
523,94.2,1.03,114.0,121.0,7,141.0,1,4.94876
524,95.0,0.66,1088.0,1145.0,25,1352.0,0,7.20934
525,100.0,2.79,134.0,134.0,23,147.0,1,4.9904327
526,19.3,0.54,51.0,264.0,25,290.0,0,5.669881
527,86.1,0.6,118.0,137.0,20,160.0,0,5.075174
528,82.0,0.17,273.0,333.0,7,456.0,0,6.122493
529,68.8,0.57,106.0,154.0,6,252.0,0,5.529429
530,83.2,0.17,129.0,155.0,7,199.0,1,5.293305
531,85.2,0.88,167.0,196.0,13,271.0,1,5.602119
532,100.0,0.83,1152.0,1152.0,7,5064.0,0,8.529912
533,100.0,0.44,143.0,143.0,12,184.0,0,5.214936
534,77.2,0.57,700.0,907.0,7,1324.0,1,7.1884127
535,77.3,0.92,279.0,361.0,8,441.0,0,6.089045
536,100.0,1.37,125.0,125.0,13,259.0,1,5.556828
537,95.0,0.75,680.0,716.0,7,716.0,0,6.5736804
538,99.6,0.4,222.0,223.0,9,553.0,1,6.315358
539,74.7,0.78,148.0,198.0,7,249.0,1,5.5174527
540,75.9,0.97,82.0,108.0,12,146.0,0,4.983607
541,81.3,0.38,61.0,75.0,5,219.0,1,5.389072
542,91.4,1.12,1564.0,1711.0,5,3480.0,0,8.154788
543,100.0,0.04,281.0,281.0,9,369.0,0,5.9107966
544,70.6,0.17,89.0,126.0,6,202.0,1,5.3082676
545,100.0,0.39,376.0,376.0,7,1100.0,1,7.0030656
546,80.9,0.15,933.0,1153.0,8,1337.0,0,7.1981835
547,88.8,0.65,1154.0,1300.0,8,1792.0,0,7.4910874
548,100.0,0.79,285.0,285.0,7,372.0,1,5.918894
549,100.0,0.06,208.0,208.0,7,250.0,1,5.521461
550,100.0,1.69,2074.0,2074.0,13,2358.0,0,7.765569
551,47.7,0.32,145.0,304.0,5,305.0,0,5.7203116
552,100.0,1.65,768.0,768.0,10,1177.0,0,7.070724
553,60.1,0.09,196.0,326.0,7,369.0,0,5.9107966
554,67.3,0.69,230.0,342.0,24,410.0,1,6.016157
555,100.0,0.03,15107.0,15107.0,33,43436.0,1,10.679044
556,100.0,0.36,1544.0,1544.0,18,5356.0,0,8.585973
557,82.5,0.23,680.0,824.0,8,5356.0,0,8.585973
558,100.0,3.39,171.0,171.0,14,187.0,1,5.2311087
559,87.2,0.44,3994.0,4578.0,35,4886.0,0,8.494129
560,80.1,0.42,1069.0,1335.0,33,1997.0,0,7.5994015
561,95.0,0.37,113.0,119.0,31,145.0,0,4.9767337
562,100.0,0.67,518.0,518.0,6,628.0,0,6.44254
563,100.0,0.84,216.0,216.0,13,217.0,0,5.379897
564,91.6,0.48,163.0,178.0,7,197.0,1,5.2832036
565,85.8,0.19,512.0,597.0,48,872.0,0,6.7707896
566,97.8,0.64,394.0,403.0,14,435.0,0,6.075346
567,93.4,0.28,1556.0,1666.0,17,5105.0,0,8.537975
568,75.3,0.44,694.0,922.0,6,1218.0,0,7.104965
569,79.7,3.05,656.0,823.0,37,2102.0,0,7.650645
570,100.0,2.79,277.0,277.0,37,331.0,0,5.8021183
571,100.0,0.3,875.0,875.0,6,2986.0,0,8.00169
572,82.1,0.36,193.0,235.0,14,258.0,1,5.5529594
573,86.7,0.69,8252.0,9517.0,24,9556.0,0,9.164925
574,84.3,1.12,118.0,140.0,30,200.0,1,5.2983174
575,73.5,0.59,202.0,275.0,5,302.0,1,5.710427
576,82.8,0.1,425.0,513.0,28,693.0,0,6.54103
577,100.0,2.44,304.0,304.0,24,514.0,0,6.2422233
578,80.5,0.56,1439.0,1788.0,20,2036.0,0,7.6187425
579,65.1,0.17,861.0,1322.0,17,2380.0,0,7.7748556
580,95.7,0.08,134.0,140.0,15,161.0,0,5.081404
581,99.2,0.02,122.0,123.0,36,301.0,1,5.7071104
582,100.0,0.87,105.0,105.0,35,120.0,1,4.787492
583,88.3,0.53,203.0,230.0,10,286.0,0,5.655992
584,100.0,2.49,119.0,119.0,12,291.0,1,5.673323
585,100.0,2.52,396.0,396.0,13,429.0,0,6.061457
586,100.0,0.46,248.0,248.0,6,350.0,0,5.857933
587,92.6,1.9,729.0,787.0,8,1028.0,0,6.9353704
588,57.6,0.37,345.0,599.0,8,1178.0,0,7.0715733
589,77.3,0.32,75.0,97.0,25,162.0,0,5.0875964
590,78.0,0.33,78.0,100.0,25,165.0,0,5.1059456
591,94.4,0.82,1832.0,1941.0,29,2016.0,0,7.6088705
592,100.0,0.78,153.0,153.0,8,309.0,1,5.733341
593,69.2,0.37,229.0,331.0,5,401.0,0,5.9939613
594,100.0,1.9,499.0,499.0,11,43436.0,1,10.679044
595,94.8,0.08,184.0,194.0,32,221.0,1,5.398163
596,100.0,0.44,14869.0,14869.0,26,19591.0,0,9.882826
597,100.0,0.1,2242.0,2242.0,23,7196.0,0,8.881281
598,79.7,0.13,165.0,207.0,27,236.0,0,5.463832
599,83.6,0.57,17794.0,21283.0,10,32179.0,0,10.379069
600,100.0,0.44,178.0,178.0,10,310.0,0,5.7365723
601,100.0,1.26,252.0,252.0,5,276.0,1,5.620401
602,100.0,0.96,105.0,105.0,20,154.0,1,5.0369525
603,93.9,1.59,2001.0,2131.0,20,3287.0,1,8.097731
604,100.0,0.36,126.0,126.0,16,249.0,1,5.5174527
605,80.9,0.9,621.0,768.0,8,1591.0,0,7.372118
606,81.8,0.12,4934.0,6035.0,7,14694.0,1,9.595195
607,100.0,1.05,375.0,375.0,8,655.0,1,6.4846354
608,88.1,0.69,207.0,235.0,23,295.0,0,5.6869755
609,100.0,0.76,96.0,96.0,15,100.0,1,4.6051702
610,75.2,0.4,121.0,161.0,8,1301.0,0,7.1708884
611,82.5,1.0,3396.0,4115.0,6,6115.0,0,8.7185
612,99.8,2.53,449.0,450.0,11,662.0,1,6.4952655
613,98.8,0.41,160.0,162.0,23,167.0,0,5.117994
614,48.9,0.12,200.0,409.0,10,2581.0,1,7.855932
615,89.4,0.76,101.0,113.0,14,113.0,0,4.727388
616,100.0,0.3,135.0,135.0,34,237.0,1,5.46806
617,100.0,0.71,122.0,122.0,18,149.0,1,5.0039463
618,100.0,0.22,5899.0,5899.0,12,18200.0,0,9.809176
619,67.1,0.2,2075.0,3093.0,6,9574.0,0,9.166806
620,81.8,0.31,2018.0,2466.0,8,2776.0,0,7.9287663
621,75.4,0.8,184.0,244.0,8,1220.0,0,7.106606
622,59.6,0.16,895.0,1501.0,13,1770.0,0,7.478735
623,100.0,0.44,889.0,889.0,8,2068.0,0,7.6343374
624,86.1,0.97,6824.0,7925.0,29,19754.0,0,9.891111
625,54.2,0.43,846.0,1561.0,35,2208.0,0,7.6998425
626,56.3,0.43,672.0,1193.0,7,2743.0,0,7.9168077
627,94.8,0.27,128.0,135.0,11,136.0,0,4.912655
628,94.0,0.78,708.0,753.0,5,876.0,1,6.7753663
629,96.3,0.26,211.0,219.0,17,365.0,0,5.8998976
630,73.6,0.48,78.0,106.0,8,245.0,0,5.5012584
631,29.0,0.25,152.0,524.0,8,633.0,0,6.4504704
632,100.0,1.34,257.0,257.0,7,291.0,1,5.673323
633,95.7,0.76,4412.0,4608.0,31,40378.0,0,10.60604
634,73.5,0.09,164.0,223.0,5,290.0,1,5.669881
635,96.5,1.45,414.0,429.0,18,718.0,0,6.5764694
636,94.6,0.54,194.0,205.0,16,718.0,0,6.5764694
637,85.6,2.93,740.0,864.0,15,3285.0,1,8.097122
638,100.0,1.26,154.0,154.0,7,230.0,1,5.4380794
639,69.4,0.42,468.0,674.0,39,1136.0,1,7.035269
640,97.0,0.77,289.0,298.0,14,413.0,1,6.0234475
641,93.5,0.7,1990.0,2128.0,18,2380.0,0,7.7748556
642,88.2,0.49,9596.0,10885.0,19,11666.0,0,9.364434
643,100.0,0.14,469.0,469.0,14,800.0,0,6.684612
644,63.0,0.49,269.0,427.0,5,427.0,0,6.056784
645,54.9,0.02,374.0,681.0,9,681.0,1,6.5235624
646,100.0,0.45,230.0,230.0,7,923.0,0,6.827629
647,89.8,1.01,469.0,522.0,18,781.0,1,6.660575
648,100.0,1.16,83.0,83.0,10,88.0,1,4.477337
649,73.8,0.21,149.0,202.0,12,310.0,1,5.7365723
650,93.8,0.74,767.0,818.0,8,1342.0,1,7.201916
651,100.0,1.11,274.0,274.0,6,551.0,0,6.3117347
652,72.0,0.3,201.0,279.0,7,628.0,1,6.44254
653,92.0,0.72,3431.0,3728.0,29,3806.0,0,8.244334
654,100.0,0.13,2345.0,2345.0,27,4467.0,1,8.404472
655,100.0,0.25,103.0,103.0,7,103.0,1,4.634729
656,100.0,2.17,357.0,357.0,7,480.0,1,6.173786
657,75.3,0.45,320.0,425.0,7,466.0,0,6.1441855
658,76.4,0.1,146.0,191.0,4,409.0,1,6.0137153
659,79.7,0.11,1567.0,1967.0,5,3780.0,0,8.237479
660,85.1,0.66,5303.0,6233.0,24,7473.0,0,8.919052
661,92.1,0.51,2358.0,2561.0,14,3806.0,0,8.244334
662,100.0,1.08,233.0,233.0,7,306.0,1,5.723585
663,99.6,0.56,946.0,950.0,35,1032.0,0,6.939254
664,57.8,0.35,2382.0,4123.0,5,6875.0,0,8.835647
665,100.0,3.67,51567.0,51567.0,19,77984.0,0,11.264259
666,100.0,0.37,4144.0,4144.0,39,5108.0,1,8.538563
667,100.0,0.97,1511.0,1511.0,8,2168.0,1,7.6815605
668,56.2,0.14,599.0,1065.0,22,1065.0,0,6.9707303
669,98.6,0.1,1922.0,1950.0,7,2137.0,0,7.667158
670,100.0,1.85,7665.0,7665.0,41,9761.0,0,9.186151
671,100.0,0.18,254.0,254.0,13,292.0,1,5.676754
672,100.0,0.67,149.0,149.0,10,176.0,0,5.170484
673,100.0,0.67,109.0,109.0,33,511.0,0,6.2363696
674,100.0,1.87,274.0,274.0,16,325.0,1,5.7838254
675,85.7,0.19,873.0,1019.0,5,1362.0,0,7.2167096
676,93.5,0.94,116.0,124.0,6,124.0,0,4.8202815
677,100.0,0.2,123.0,123.0,20,131.0,1,4.8751974
678,100.0,2.28,1173.0,1173.0,38,1474.0,1,7.295735
679,79.8,0.39,75.0,94.0,37,94.0,0,4.543295
680,100.0,0.67,107.0,107.0,24,107.0,1,4.6728287
681,57.6,0.07,182.0,316.0,9,824.0,0,6.7141705
682,86.9,0.51,226.0,260.0,31,260.0,1,5.560682
683,86.0,0.17,4534.0,5273.0,32,6093.0,0,8.714896
684,100.0,0.96,178.0,178.0,9,254.0,1,5.5373344
685,97.7,0.01,212.0,217.0,8,463.0,0,6.1377273
686,96.8,0.37,1431.0,1479.0,9,1479.0,0,7.2991214
687,99.1,3.73,218.0,220.0,7,291.0,0,5.673323
688,52.3,0.47,114.0,218.0,6,305.0,0,5.7203116
689,63.0,0.11,384.0,610.0,7,3894.0,1,8.267192
690,74.3,0.36,575.0,774.0,5,1651.0,0,7.4091363
691,90.8,0.53,1881.0,2072.0,15,2072.0,0,7.6362696
692,87.4,1.62,139.0,159.0,6,193.0,0,5.26269
693,62.7,0.62,937.0,1495.0,8,2614.0,0,7.868637
694,50.2,0.77,6218.0,12391.0,10,34854.0,0,10.458923
695,58.2,0.2,301.0,517.0,11,868.0,0,6.7661915
696,100.0,1.44,394.0,394.0,16,940.0,1,6.84588
697,49.6,0.03,282.0,568.0,7,6610.0,0,8.796339
698,73.5,0.59,25007.0,34004.0,43,65471.0,0,11.089362
699,100.0,1.03,1610.0,1610.0,30,3680.0,1,8.210668
700,100.0,0.21,134.0,134.0,6,160.0,1,5.075174
701,100.0,4.37,1250.0,1250.0,27,1250.0,0,7.130899
702,100.0,0.71,549.0,549.0,39,639.0,1,6.4599047
703,100.0,0.6,14087.0,14087.0,19,15464.0,0,9.64627
704,100.0,0.03,122.0,122.0,10,196.0,1,5.278115
705,85.7,0.92,132.0,154.0,22,232.0,0,5.4467373
706,100.0,0.32,312.0,312.0,9,365.0,1,5.8998976
707,95.1,0.2,195.0,205.0,13,230.0,1,5.4380794
708,67.3,0.51,111.0,165.0,15,165.0,0,5.1059456
709,100.0,0.33,146.0,146.0,15,171.0,1,5.1416636
710,100.0,2.11,529.0,529.0,19,962.0,1,6.8690143
711,100.0,3.52,1024.0,1024.0,8,2439.0,1,7.7993436
712,75.9,0.11,630.0,830.0,7,1010.0,1,6.9177055
713,100.0,0.28,6937.0,6937.0,31,15663.0,0,9.659057
714,70.9,0.23,3586.0,5057.0,42,15245.0,0,9.632007
715,100.0,0.65,973.0,973.0,7,991.0,1,6.8987145
716,100.0,4.0,147.0,147.0,8,430.0,0,6.063785
717,100.0,0.27,357.0,357.0,19,749.0,1,6.618739
718,100.0,0.86,63.0,63.0,17,93.0,0,4.5325994
719,100.0,0.38,146.0,146.0,17,147.0,1,4.9904327
720,57.7,0.33,150.0,260.0,7,344.0,1,5.8406415
721,86.3,0.58,3022.0,3500.0,8,11628.0,0,9.361172
722,88.8,0.54,213.0,240.0,15,240.0,0,5.480639
723,64.4,0.42,65.0,101.0,15,101.0,0,4.6151204
724,86.3,0.33,5444.0,6306.0,8,10506.0,0,9.259702
725,70.0,0.11,175.0,250.0,6,465.0,0,6.1420374
726,94.2,0.85,97.0,103.0,5,115.0,0,4.744932
727,100.0,0.47,190.0,190.0,20,197.0,1,5.2832036
728,100.0,1.68,129.0,129.0,10,185.0,1,5.220356
729,74.3,0.09,202.0,272.0,5,352.0,0,5.8636312
730,85.8,3.5,133.0,155.0,17,390.0,0,5.966147
731,79.3,0.24,562.0,709.0,8,813.0,1,6.7007313
732,66.2,0.7,1017.0,1536.0,13,4343.0,1,8.376321
733,41.5,0.16,90.0,217.0,8,243.0,1,5.4930615
734,100.0,0.49,131.0,131.0,11,153.0,1,5.030438
735,67.3,0.74,222.0,330.0,13,423.0,1,6.0473723
736,57.0,0.56,1415.0,2484.0,5,2484.0,0,7.8176255
737,57.0,0.56,1415.0,2484.0,5,2484.0,0,7.8176255
738,85.8,0.76,163.0,190.0,11,193.0,1,5.26269
739,51.0,0.57,985.0,1932.0,6,6631.0,1,8.799511
740,95.7,0.34,379.0,396.0,19,2176.0,0,7.6852436
741,86.8,0.64,770.0,887.0,8,944.0,0,6.8501263
742,98.1,0.83,155.0,158.0,8,341.0,1,5.8318825
743,100.0,0.35,229.0,229.0,12,439.0,0,6.0844994
744,100.0,0.4,700.0,700.0,20,2872.0,1,7.962764
745,30.5,0.25,53.0,174.0,7,518.0,1,6.249975
746,75.1,0.88,997.0,1327.0,5,1930.0,0,7.565275
747,100.0,0.55,101.0,101.0,6,105.0,1,4.65396
748,95.0,0.75,190.0,200.0,15,200.0,0,5.2983174
749,89.8,0.49,272.0,303.0,15,303.0,0,5.7137327
750,93.9,0.53,1038.0,1106.0,17,1160.0,0,7.056175
751,61.1,0.35,88.0,144.0,7,144.0,1,4.9698133
752,100.0,0.61,786.0,786.0,22,1016.0,1,6.923629
753,85.3,0.42,475.0,557.0,6,2145.0,0,7.6708946
754,95.7,0.61,199.0,208.0,7,234.0,1,5.4553213
755,100.0,0.81,250.0,250.0,5,483.0,1,6.1800165
756,100.0,0.36,1543.0,1543.0,35,3867.0,1,8.260234
757,93.7,0.51,59.0,63.0,7,78.0,1,4.356709
758,82.2,0.72,822.0,1000.0,8,1231.0,0,7.115582
759,90.5,0.37,152.0,168.0,5,368.0,1,5.908083
760,100.0,0.24,58.0,58.0,8,58.0,1,4.060443
761,100.0,3.21,196.0,196.0,19,393.0,1,5.9738097
762,75.1,0.69,1429.0,1904.0,7,3245.0,1,8.08487
763,96.1,0.93,1401.0,1458.0,7,1806.0,0,7.49887
764,63.0,0.44,648.0,1029.0,26,1616.0,1,7.387709
765,44.7,0.16,123.0,275.0,16,942.0,1,6.8480053
766,83.5,0.68,1378.0,1651.0,8,1671.0,0,7.4211774
767,100.0,0.12,404.0,404.0,7,664.0,0,6.498282
768,100.0,0.31,205.0,205.0,7,232.0,1,5.4467373
769,58.3,0.31,401.0,688.0,7,3357.0,0,8.118803
770,75.4,0.06,150.0,199.0,9,377.0,1,5.9322453
771,100.0,0.44,153.0,153.0,6,231.0,1,5.4424176
772,90.2,0.62,184.0,204.0,7,495.0,0,6.204558
773,96.1,0.66,1091.0,1135.0,5,1746.0,1,7.4650826
