,id,year,salary,pubindx,totpge,assist,assoc,prof,chair,top20phd,yearphd,female,osu,iowa,indiana,purdue,msu,minn,mich,wisc,illinois,y92,y95,y99,lsalary,exper,expersq,pubindxsq,pubindx0,lpubindx
0,101,92,,30.54,92.667,0.0,0.0,1.0,0.0,0.0,73.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,,19.0,361.0,932.69165,0.0,3.4190373
1,101,95,,30.96,107.17,0.0,0.0,1.0,0.0,0.0,73.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,,22.0,484.0,958.52155,0.0,3.432696
2,101,99,107100.0,40.45,186.5,0.0,0.0,1.0,0.0,0.0,73.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.581518,26.0,676.0,1636.2025,0.0,3.7000666
3,102,92,79420.0,33.54,127.5,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.282505,16.0,256.0,1124.9316,0.0,3.5127387
4,102,95,88239.0,33.89,133.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.387804,19.0,361.0,1148.5321,0.0,3.52312
5,102,99,100450.0,36.23,191.5,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.517415,23.0,529.0,1312.6129,0.0,3.5898874
6,103,92,87450.0,44.9,183.5,0.0,0.0,1.0,0.0,1.0,61.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.378822,31.0,961.0,2016.0101,0.0,3.8044379
7,103,95,96831.0,45.09,194.5,0.0,0.0,1.0,0.0,1.0,61.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.480722,34.0,1156.0,2033.1082,0.0,3.8086605
8,103,99,108290.0,46.81,224.5,0.0,0.0,1.0,0.0,1.0,61.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.592568,38.0,1444.0,2191.1763,0.0,3.846097
9,104,92,,1.58,24.5,1.0,0.0,0.0,0.0,1.0,91.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,,1.0,1.0,2.4964,0.0,0.45742488
10,104,95,,22.74,118.5,,,,0.0,1.0,91.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,,4.0,16.0,517.1076,0.0,3.1241255
11,104,99,82000.0,46.21,232.5,0.0,1.0,0.0,0.0,1.0,91.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.314474,8.0,64.0,2135.364,0.0,3.8331962
12,105,92,54585.0,2.83,61.0,,,,0.0,1.0,72.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,10.907515,20.0,400.0,8.0089,0.0,1.0402766
13,105,95,59360.0,2.83,61.0,,,,0.0,1.0,72.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,10.991376,23.0,529.0,8.0089,0.0,1.0402766
14,105,99,63610.0,2.83,80.0,0.0,1.0,0.0,0.0,1.0,72.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.060526,27.0,729.0,8.0089,0.0,1.0402766
15,106,92,56785.0,25.9,145.5,,,,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,10.947027,16.0,256.0,670.81,0.0,3.254243
16,106,95,60850.0,25.9,145.5,,,,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.016167,19.0,361.0,670.81,0.0,3.254243
17,106,99,68440.0,25.9,145.5,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.133713,23.0,529.0,670.81,0.0,3.254243
18,107,92,59925.0,27.12,66.833,0.0,0.0,1.0,0.0,1.0,66.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.000849,26.0,676.0,735.49445,0.0,3.3002715
19,107,95,66093.0,27.12,66.833,0.0,0.0,1.0,0.0,1.0,66.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.098818,29.0,841.0,735.49445,0.0,3.3002715
20,107,99,71170.0,28.29,89.833,0.0,0.0,1.0,0.0,1.0,66.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.172827,33.0,1089.0,800.32416,0.0,3.3425083
21,108,92,59305.0,5.87,69.833,0.0,0.0,1.0,1.0,1.0,83.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,10.990449,9.0,81.0,34.456898,0.0,1.7698547
22,108,95,69950.0,8.88,101.83,0.0,0.0,1.0,1.0,1.0,83.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.155536,12.0,144.0,78.8544,0.0,2.1838017
23,108,99,109200.0,11.26,174.33,0.0,0.0,1.0,1.0,1.0,83.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.600936,16.0,256.0,126.787605,0.0,2.4212565
24,109,92,54585.0,3.49,38.167,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,10.907515,17.0,289.0,12.1801,0.0,1.2499018
25,109,95,61545.0,3.65,40.667,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.027524,20.0,400.0,13.3225,0.0,1.2947272
26,109,99,77510.0,3.65,40.667,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.2581625,24.0,576.0,13.3225,0.0,1.2947272
27,110,92,56330.0,43.01,228.5,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,10.938983,16.0,256.0,1849.86,0.0,3.7614326
28,110,95,62448.0,44.43,258.67,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.042089,19.0,361.0,1974.0249,0.0,3.793915
29,110,99,72570.0,44.97,261.67,0.0,0.0,1.0,0.0,0.0,76.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.1923065,23.0,529.0,2022.301,0.0,3.8059957
30,111,92,78310.0,0.57,91.5,0.0,0.0,1.0,0.0,1.0,68.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.268431,24.0,576.0,0.3249,0.0,-0.56211895
31,111,95,85964.0,0.57,91.5,0.0,0.0,1.0,0.0,1.0,68.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.361684,27.0,729.0,0.3249,0.0,-0.56211895
32,111,99,96470.0,3.05,128.0,0.0,0.0,1.0,0.0,1.0,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.476987,31.0,961.0,9.3025,0.0,1.1151416
33,112,92,,0.0,0.0,,,,0.0,1.0,92.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,1.0,
34,112,95,51083.0,2.42,12.0,1.0,0.0,0.0,0.0,1.0,92.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,10.8412075,3.0,9.0,5.8564005,0.0,0.88376755
35,112,99,58710.0,2.85,25.0,1.0,0.0,0.0,0.0,1.0,92.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,10.980366,7.0,49.0,8.122499,0.0,1.0473189
36,113,92,,10.0,10.0,,,,0.0,0.0,93.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,,0.0,0.0,100.0,0.0,2.3025851
37,113,95,47300.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,93.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,10.764266,2.0,4.0,100.0,0.0,2.3025851
38,113,99,64900.0,19.92,33.333,0.0,1.0,0.0,0.0,0.0,93.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.080603,6.0,36.0,396.8064,0.0,2.9917243
39,114,92,70365.0,33.48,127.5,0.0,1.0,0.0,0.0,1.0,79.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,11.161451,13.0,169.0,1120.9104,0.0,3.5109482
40,114,95,78085.0,37.53,142.0,0.0,1.0,0.0,0.0,1.0,79.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,11.265553,16.0,256.0,1408.5009,0.0,3.6251407
41,114,99,87200.0,37.84,145.0,0.0,1.0,0.0,0.0,1.0,79.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,11.375959,20.0,400.0,1431.8656,0.0,3.6333668
42,115,92,72240.0,0.81,14.5,0.0,0.0,1.0,0.0,,59.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.187749,33.0,1089.0,0.6561,0.0,-0.21072103
43,115,95,76641.0,1.07,17.0,0.0,0.0,1.0,0.0,,59.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.246887,36.0,1296.0,1.1449001,0.0,0.0676587
44,115,99,,1.07,17.0,0.0,0.0,1.0,0.0,,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,,40.0,1600.0,1.1449001,0.0,0.0676587
45,116,92,48905.0,2.3,25.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,10.797635,15.0,225.0,5.29,0.0,0.8329091
46,116,95,53958.0,2.3,25.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,10.895961,18.0,324.0,5.29,0.0,0.8329091
47,116,99,60690.0,2.3,25.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.013535,22.0,484.0,5.29,0.0,0.8329091
48,117,92,,0.0,0.0,,,,0.0,0.0,,1.0,0,0,1,0,0,0,0,0,0,1,0,0,,,,0.0,1.0,
49,117,95,36050.0,0.0,0.0,,,,0.0,0.0,,1.0,0,0,1,0,0,0,0,0,0,0,1,0,10.492662,,,0.0,1.0,
50,117,99,41490.0,0.0,0.0,,,,0.0,0.0,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,10.633207,,,0.0,1.0,
51,118,92,79110.0,32.68,132.33,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.278595,17.0,289.0,1067.9824,0.0,3.4867632
52,118,95,90160.0,35.71,152.83,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.409341,20.0,400.0,1275.204,0.0,3.5754306
53,118,99,104120.0,35.71,152.83,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.553299,24.0,576.0,1275.204,0.0,3.5754306
54,119,92,74107.0,10.95,115.5,0.0,0.0,1.0,0.0,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.213265,14.0,196.0,119.9025,0.0,2.3933394
55,119,95,81939.0,12.08,150.0,0.0,0.0,1.0,0.0,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.31373,17.0,289.0,145.92639,0.0,2.4915512
56,119,99,92160.0,21.17,189.17,0.0,0.0,1.0,0.0,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,11.431281,21.0,441.0,448.1689,0.0,3.0525851
57,120,92,133750.0,0.29,89.167,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,11.803728,26.0,676.0,0.08409999,0.0,-1.2378744
58,120,95,158450.0,0.29,89.167,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,11.973194,29.0,841.0,0.08409999,0.0,-1.2378744
59,120,99,191000.0,0.29,89.167,0.0,0.0,1.0,0.0,0.0,66.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,12.160028,33.0,1089.0,0.08409999,0.0,-1.2378744
60,121,92,78895.0,3.92,24.5,0.0,0.0,1.0,1.0,0.0,74.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,11.275873,18.0,324.0,15.366401,0.0,1.3660917
61,121,95,115775.0,3.92,24.5,0.0,0.0,1.0,1.0,0.0,74.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,11.659404,21.0,441.0,15.366401,0.0,1.3660917
62,121,99,139660.0,3.92,24.5,0.0,0.0,1.0,1.0,0.0,74.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,11.846966,25.0,625.0,15.366401,0.0,1.3660917
63,201,92,71000.0,0.14,10.5,,,,,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.170435,27.0,729.0,0.0196,0.0,-1.9661129
64,201,95,87560.0,0.14,29.5,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.380079,30.0,900.0,0.0196,0.0,-1.9661129
65,201,99,104444.0,0.14,29.5,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.556406,34.0,1156.0,0.0196,0.0,-1.9661129
66,202,92,50605.0,1.38,3.0,,,,,1.0,71.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,10.831805,21.0,441.0,1.9044,0.0,0.3220835
67,202,95,53500.0,1.38,3.0,,,,,1.0,71.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,10.887437,24.0,576.0,1.9044,0.0,0.3220835
68,202,99,57000.0,1.38,3.0,0.0,1.0,0.0,0.0,1.0,71.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,10.950807,28.0,784.0,1.9044,0.0,0.3220835
69,203,92,47500.0,0.0,0.0,,,,,1.0,89.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,10.768485,3.0,9.0,0.0,1.0,
70,203,95,53000.0,8.57,64.67,,,,,1.0,89.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,10.878047,6.0,36.0,73.44489,0.0,2.1482677
71,203,99,77000.0,15.85,163.167,0.0,1.0,0.0,0.0,1.0,89.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.251561,10.0,100.0,251.22252,0.0,2.7631695
72,204,92,53875.0,6.0,6.0,,,,,0.0,71.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,10.894422,21.0,441.0,36.0,0.0,1.7917595
73,204,95,60100.0,6.0,6.0,,,,,0.0,71.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,11.003765,24.0,576.0,36.0,0.0,1.7917595
74,204,99,73618.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,71.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,11.206645,28.0,784.0,36.0,0.0,1.7917595
75,205,92,94450.0,58.64,163.167,,,,,0.0,75.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.455826,17.0,289.0,3438.6494,0.0,4.071417
76,205,95,135409.0,59.44,181.167,,,,,0.0,75.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.816055,20.0,400.0,3533.1135,0.0,4.0849676
77,205,99,160314.0,61.31,216.167,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.98489,24.0,576.0,3758.9163,0.0,4.115943
78,206,92,59700.0,0.66,14.0,,,,,0.0,68.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,10.9970875,24.0,576.0,0.43560004,0.0,-0.4155154
79,206,95,62350.0,0.66,14.0,,,,,0.0,68.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.040519,27.0,729.0,0.43560004,0.0,-0.4155154
80,206,99,66594.0,0.66,14.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.10637,31.0,961.0,0.43560004,0.0,-0.4155154
81,207,92,74250.0,36.8,178.5,,,,,1.0,67.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.215193,25.0,625.0,1354.24,0.0,3.6054978
82,207,95,100000.0,52.1,264.5,,,,,1.0,67.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.512925,28.0,784.0,2714.41,0.0,3.9531648
83,207,99,113000.0,130.72,410.5,0.0,0.0,1.0,0.0,1.0,67.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.635143,32.0,1024.0,17087.719,0.0,4.873058
84,208,92,47250.0,2.67,17.5,,,,,1.0,86.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,10.763208,6.0,36.0,7.1289005,0.0,0.9820785
85,208,95,54000.0,5.08,29.167,,,,,1.0,86.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,10.896739,9.0,81.0,25.806398,0.0,1.6253113
86,208,99,81250.0,6.92,39.5,0.0,1.0,0.0,0.0,1.0,86.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,11.305286,13.0,169.0,47.886402,0.0,1.9344158
87,209,92,,4.26,79.75,,,,,1.0,69.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,,23.0,529.0,18.147602,0.0,1.4492692
88,209,95,,4.26,79.75,,,,,1.0,69.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,,26.0,676.0,18.147602,0.0,1.4492692
89,209,99,55650.0,4.26,79.75,0.0,0.0,1.0,0.0,1.0,69.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,10.926837,30.0,900.0,18.147602,0.0,1.4492692
90,210,92,99625.0,0.0,0.0,,,,,1.0,70.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,11.509169,22.0,484.0,0.0,1.0,
91,210,95,107890.0,0.0,3.0,,,,,1.0,70.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,11.588867,25.0,625.0,0.0,1.0,
92,210,99,115700.0,3.25,102.0,0.0,0.0,1.0,0.0,1.0,70.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,11.658756,29.0,841.0,10.5625,0.0,1.178655
93,211,92,77150.0,36.29,96.167,,,,,1.0,75.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.253507,17.0,289.0,1316.9641,0.0,3.5915422
94,211,95,81500.0,36.29,96.167,,,,,1.0,75.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.308358,20.0,400.0,1316.9641,0.0,3.5915422
95,211,99,85500.0,36.29,96.167,0.0,0.0,1.0,0.0,1.0,75.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.356272,24.0,576.0,1316.9641,0.0,3.5915422
96,212,92,74000.0,33.55,131.67,,,,,1.0,84.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.211821,8.0,64.0,1125.6024,0.0,3.5130367
97,212,95,106730.0,33.75,139.5,,,,,1.0,84.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.578057,11.0,121.0,1139.0625,0.0,3.5189805
98,212,99,113500.0,33.75,139.5,0.0,0.0,1.0,0.0,1.0,84.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.639558,15.0,225.0,1139.0625,0.0,3.5189805
99,213,92,63500.0,0.52,8.0,,,,,0.0,60.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.058795,32.0,1024.0,0.2704,0.0,-0.6539265
100,213,95,66775.0,0.52,8.0,,,,,0.0,60.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.109084,35.0,1225.0,0.2704,0.0,-0.6539265
101,213,99,,0.52,8.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,,39.0,1521.0,0.2704,0.0,-0.6539265
102,214,92,,15.09,89.0,,,,,1.0,87.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,,5.0,25.0,227.7081,0.0,2.7140322
103,214,95,,18.42,144.0,,,,,1.0,87.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,,8.0,64.0,339.29642,0.0,2.9134371
104,214,99,74000.0,26.42,194.5,0.0,1.0,0.0,0.0,1.0,87.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.211821,12.0,144.0,698.0164,0.0,3.2741213
105,215,92,,0.0,0.0,,,,,1.0,91.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,,1.0,1.0,0.0,1.0,
106,215,95,,0.0,7.5,,,,,1.0,91.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,,4.0,16.0,0.0,1.0,
107,215,99,76000.0,14.2,125.167,0.0,1.0,0.0,0.0,1.0,91.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.238488,8.0,64.0,201.64,0.0,2.6532419
108,216,92,81650.0,11.09,226.67,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.310197,27.0,729.0,122.988106,0.0,2.4060438
109,216,95,88470.0,11.7,237.67,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.390419,30.0,900.0,136.89,0.0,2.4595888
110,216,99,96000.0,12.31,252.67,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.472103,34.0,1156.0,151.53612,0.0,2.510412
111,217,92,67600.0,7.51,101.5,0.0,0.0,1.0,0.0,1.0,77.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.121364,15.0,225.0,56.400105,0.0,2.0162356
112,217,95,91937.0,17.51,111.5,0.0,0.0,1.0,1.0,1.0,77.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.428859,18.0,324.0,306.6001,0.0,2.8627722
113,217,99,91500.0,29.54,152.83,0.0,0.0,1.0,0.0,1.0,77.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.424094,22.0,484.0,872.61163,0.0,3.3857453
114,218,92,114325.0,40.68,83.5,,,,,1.0,69.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.646801,23.0,529.0,1654.8624,0.0,3.7057366
115,218,95,123600.0,40.68,83.5,,,,,1.0,69.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.724806,26.0,676.0,1654.8624,0.0,3.7057366
116,218,99,135000.0,40.68,83.5,0.0,0.0,1.0,0.0,1.0,69.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.81303,30.0,900.0,1654.8624,0.0,3.7057366
117,219,92,52250.0,6.07,39.5,,,,,0.0,64.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,10.863795,28.0,784.0,36.844902,0.0,1.8033587
118,219,95,55300.0,6.07,55.5,,,,,0.0,64.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,10.920528,31.0,961.0,36.844902,0.0,1.8033587
119,219,99,,6.07,55.5,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,,35.0,1225.0,36.844902,0.0,1.8033587
120,220,92,62250.0,6.78,16.33,,,,,1.0,66.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.038914,26.0,676.0,45.968403,0.0,1.9139771
121,220,95,65700.0,6.78,16.33,,,,,1.0,66.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,11.0928545,29.0,841.0,45.968403,0.0,1.9139771
122,220,99,68000.0,6.78,16.33,0.0,0.0,1.0,0.0,1.0,66.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.127263,33.0,1089.0,45.968403,0.0,1.9139771
123,221,92,51575.0,14.49,64.0,,,,,1.0,81.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,10.850792,11.0,121.0,209.9601,0.0,2.6734588
124,221,95,55900.0,15.12,75.5,,,,,1.0,81.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,10.931319,14.0,196.0,228.6144,0.0,2.7160184
125,221,99,65000.0,15.12,93.5,0.0,1.0,0.0,0.0,1.0,81.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.082143,18.0,324.0,228.6144,0.0,2.7160184
126,222,92,,0.0,0.0,,,,0.0,1.0,95.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,1.0,
127,222,95,,0.0,0.0,,,,0.0,1.0,95.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,1.0,
128,222,99,66000.0,4.34,33.0,1.0,0.0,0.0,0.0,1.0,95.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,11.09741,4.0,16.0,18.835602,0.0,1.4678744
129,223,92,75000.0,42.18,107.83,,,,0.0,1.0,80.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,11.225244,12.0,144.0,1779.1525,0.0,3.7419462
