,year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
119,1989,410604.0,190.0,,10400.0,,,0.0,0,0,1,0,0.0,0.0,,5.247024,,,0.0,,0,,0,0.6418538,,9.249561,0.15127087,0.0,0.0,0.0
120,1987,410606.0,124.0,10507000.0,,0.66,,10.0,0,0,0,0,43.0,3.467742,-0.4155154,4.8202815,16.167553,,1.4968832,,0,,0,,,,,,,
121,1988,410606.0,127.0,12172850.0,14538.0,0.34,,8.0,0,0,0,1,30.0,1.8897638,-1.0788096,4.8441873,16.314718,,1.0611748,-0.4155154,0,-0.6632942,0,0.023905754,0.1471653,9.584521,,0.0,-1.5779781,-0.4357084
122,1989,410606.0,128.0,12039550.0,14865.0,0.39,,28.0,0,0,1,0,87.0,19.03125,-0.94160855,4.8520303,16.303707,,2.9972935,-1.0788096,0,0.13720107,0,0.007843018,-0.011011124,9.606765,0.0222435,0.0,17.141487,1.9361187
123,1987,410609.0,22.0,1650831.0,24900.0,,,0.0,0,0,0,0,0.0,0.0,,3.0910425,14.31679,,0.0,,0,,0,,,10.122623,,,,
124,1988,410609.0,37.0,1817961.0,23000.0,,,0.0,0,0,0,1,0.0,0.0,,3.6109178,14.413226,,0.0,,0,,0,0.5198753,0.0964365,10.043249,-0.07937431,0.0,0.0,0.0
125,1989,410609.0,44.0,1642441.0,23200.0,,,0.0,0,0,1,0,0.0,0.0,,3.7841897,14.311694,,0.0,,0,,0,0.1732719,-0.10153198,10.051908,0.008658409,0.0,0.0,0.0
126,1987,410612.0,60.0,7000000.0,8840.0,,,12.0,0,0,0,0,60.0,12.0,,4.0943446,15.76142,,2.5649493,,0,,0,,,9.087042,,,,
127,1988,410612.0,65.0,8500000.0,9880.0,,,12.0,0,0,0,1,65.0,12.0,,4.1743875,15.955577,,2.5649493,,0,,0,0.08004284,0.19415665,9.198268,0.11122608,0.0,0.0,0.0
128,1989,410612.0,70.0,11000000.0,10920.0,,,12.0,0,0,1,0,70.0,12.0,,4.248495,16.213406,,2.5649493,,0,,0,0.07410765,0.2578287,9.298351,0.10008335,0.0,0.0,0.0
129,1987,410626.0,27.0,4600000.0,18000.0,0.87,,24.0,1,0,0,0,3.0,2.6666667,-0.13926207,3.295837,15.341567,,1.299283,,0,,0,,,9.798127,,,,
130,1988,410626.0,28.0,4900000.0,19000.0,0.82,,16.0,1,0,0,1,2.0,1.1428572,-0.19845095,3.3322046,15.404746,,0.7621401,-0.13926207,0,-0.059188887,0,0.036367655,0.063179016,9.852194,0.054066658,0.0,-1.5238096,-0.53714293
131,1989,410626.0,30.0,5600000.0,21000.0,0.71,,32.0,1,0,1,0,6.0,6.4,-0.34249035,3.4011974,15.538278,,2.00148,-0.19845095,0,-0.14403939,0,0.06899285,0.13353157,9.952278,0.100084305,0.0,5.257143,1.2393401
132,1987,410627.0,25.0,2900000.0,21830.0,,,,1,0,0,0,25.0,,,3.218876,14.880221,,,,0,,0,,,9.99104,,,,
133,1988,410627.0,25.0,2800000.0,22454.0,,,,1,0,0,1,25.0,,,3.218876,14.84513,,,,0,,0,0.0,-0.0350914,10.019224,0.028183937,0.0,,
134,1989,410627.0,25.0,2900000.0,23078.0,,,,1,0,1,0,25.0,,,3.218876,14.880221,,,,0,,0,0.0,0.0350914,10.046635,0.027410507,0.0,,
135,1987,410629.0,16.0,1100000.0,18500.0,1.2,0.58,,0,0,0,0,16.0,,0.1823216,2.7725887,13.910821,-0.5447272,,,0,,0,,,9.825526,,,,
136,1988,410629.0,19.0,2050000.0,21000.0,0.53,0.25,,0,0,0,1,19.0,,-0.63487834,2.944439,14.53335,-1.3862944,,0.1823216,0,-0.81719995,0,0.1718502,0.62252903,9.952278,0.1267519,0.0,,
137,1989,410629.0,23.0,2260000.0,23500.0,0.49,0.36,,0,0,1,0,23.0,,-0.7133499,3.1354942,14.630876,-1.0216511,,-0.63487834,0,-0.07847154,0,0.1910553,0.0975256,10.064755,0.1124773,0.0,,
138,1987,410635.0,100.0,20000000.0,22000.0,,,0.0,1,0,0,0,0.0,0.0,,4.6051702,16.811243,,0.0,,0,,0,,,9.998797,,,,
139,1988,410635.0,95.0,18000000.0,22000.0,,,1.0,1,0,0,1,1.0,0.010526316,,4.553877,16.705883,,0.0104713,,0,,0,-0.051293373,-0.10536003,9.998797,0.0,0.0,0.010526316,0.0104713
140,1989,410635.0,85.0,16000000.0,22000.0,,,20.0,1,0,1,0,50.0,11.764706,,4.4426513,16.588099,,2.546684,,0,,0,-0.111225605,-0.1177845,9.998797,0.0,0.0,11.754179,2.5362127
141,1987,410636.0,8.0,386807.0,14110.0,,,,0,0,0,0,8.0,,,2.0794415,12.865681,,,,0,,0,,,9.554639,,,,
142,1988,410636.0,10.0,734613.0,14040.0,,,,0,0,0,1,10.0,,,2.3025851,13.507099,,,,0,,0,0.22314358,0.64141846,9.549665,-0.0049734116,0.0,,
143,1989,410636.0,8.0,518842.0,14126.0,,,,0,0,1,0,8.0,,,2.0794415,13.159354,,,,0,,0,-0.22314358,-0.34774494,9.555773,0.0061073303,0.0,,
144,1987,410639.0,135.0,14000000.0,20384.0,,,1.0,1,0,0,0,50.0,0.37037036,,4.905275,16.454567,,0.31508103,,0,,0,,,9.922505,,,,
145,1988,410639.0,135.0,15000000.0,20800.0,,,3.0,1,0,0,1,75.0,1.6666666,,4.905275,16.523561,,0.98082924,,0,,0,0.0,0.06899452,9.942708,0.020202637,0.0,1.2962962,0.66574824
146,1989,410639.0,144.0,15500000.0,20592.0,,,5.0,1,0,1,0,100.0,3.4722223,,4.9698133,16.55635,,1.4978855,,0,,0,0.06453848,0.03278923,9.932658,-0.01004982,0.0,1.8055557,0.5170562
147,1987,410640.0,13.0,1656000.0,19266.0,,,240.0,0,0,0,0,3.0,55.384617,,2.5649493,14.319916,,4.0321965,,0,,0,,,9.866097,,,,
148,1988,410640.0,11.0,1527000.0,20867.0,,,200.0,0,0,0,1,2.0,36.363636,,2.3978953,14.238815,,3.620698,,0,,0,-0.16705394,-0.081100464,9.945924,0.079826355,0.0,-19.02098,-0.41149855
149,1989,410640.0,13.0,1454000.0,25154.0,,,200.0,0,0,1,0,2.0,30.76923,,2.5649493,14.189829,,3.4584982,,0,,0,0.16705394,-0.048986435,10.132772,0.18684864,0.0,-5.594406,-0.16219974
150,1987,410641.0,,3600000.0,,,,,0,0,0,0,,,,,15.096444,,,,0,,0,,,,,,,
151,1988,410641.0,,3900000.0,,,,,0,0,0,1,,,,,15.176487,,,,0,,0,,0.08004284,,,0.0,,
152,1989,410641.0,,5200000.0,,,,,0,0,1,0,,,,,15.4641695,,,,0,,0,,0.28768253,,,0.0,,
153,1987,410642.0,,,,,,0.0,0,0,0,0,0.0,,,,,,,,0,,0,,,,,,,
154,1988,410642.0,,,,,,45.0,0,0,0,1,25.0,,,,,,,,0,,0,,,,,0.0,,
155,1989,410642.0,,,,,,45.0,0,0,1,0,25.0,,,,,,,,0,,0,,,,,0.0,,
156,1987,410649.0,30.0,2100000.0,25500.0,,,,0,0,0,0,30.0,,,3.4011974,14.557447,,,,0,,0,,,10.146434,,,,
157,1988,410649.0,27.0,2252000.0,26000.0,,,,0,0,0,1,27.0,,,3.295837,14.627329,,,,0,,0,-0.10536051,0.06988144,10.165852,0.019417763,0.0,,
158,1989,410649.0,24.0,1866064.0,28000.0,,,,0,0,1,0,24.0,,,3.1780539,14.439342,,,,0,,0,-0.11778307,-0.18798733,10.23996,0.074108124,0.0,,
159,1987,410653.0,14.0,1950000.0,16000.0,1.06,,,1,0,0,0,14.0,,0.058268853,2.6390574,14.48334,,,,0,,0,,,9.680344,,,,
160,1988,410653.0,13.0,1850000.0,17000.0,1.03,,,1,0,0,1,13.0,,0.029558774,2.5649493,14.4306965,,,0.058268853,0,-0.028710078,0,-0.074108124,-0.052643776,9.740969,0.060625076,0.0,,
161,1989,410653.0,12.0,1550000.0,18000.0,1.14,,,1,0,1,0,12.0,,0.13102825,2.4849067,14.253765,,,0.029558774,0,0.10146947,0,-0.0800426,-0.17693138,9.798127,0.05715847,0.0,,
162,1987,410665.0,,,,0.05,0.06,0.0,0,0,0,0,0.0,,-2.9957323,,,-2.8134108,,,0,,0,,,,,,,
163,1988,410665.0,12.0,1000000.0,29120.0,0.08,0.03,16.0,0,0,0,1,2.0,2.6666667,-2.5257287,2.4849067,13.815511,-3.506558,1.299283,-2.9957323,0,0.4700036,0,,,10.279181,,0.0,,
164,1989,410665.0,14.0,1200000.0,29120.0,0.03,0.09,16.0,0,0,1,0,4.0,4.571429,-3.506558,2.6390574,13.997832,-2.4079456,1.7176515,-2.5257287,0,-0.98082924,0,0.15415072,0.18232155,10.279181,0.0,0.0,1.904762,0.41836846
165,1987,410679.0,30.0,,26000.0,,3.0,,0,0,0,0,30.0,,,3.4011974,,1.0986123,,,0,,0,,,10.165852,,,,
166,1988,410679.0,30.0,,26000.0,,3.0,,0,0,0,1,30.0,,,3.4011974,,1.0986123,,,0,,0,0.0,,10.165852,0.0,0.0,,
167,1989,410679.0,28.0,,27000.0,,3.0,,0,0,1,0,28.0,,,3.3322046,,1.0986123,,,0,,0,-0.06899285,,10.203592,0.037740707,0.0,,
168,1987,410680.0,27.0,2873000.0,19762.0,,,100.0,0,0,0,0,14.0,51.851852,,3.295837,14.870868,,3.9674928,,0,,0,,,9.891516,,,,
169,1988,410680.0,61.0,6097000.0,21120.0,,,50.0,0,0,0,1,5.0,4.0983605,,4.1108737,15.623307,,1.628919,,0,,0,0.8150368,0.7524395,9.957975,0.066459656,0.0,-47.75349,-2.338574
170,1989,410680.0,52.0,5670000.0,22360.0,,,70.0,0,0,1,0,9.0,12.115385,,3.9512436,15.550699,,2.573786,,0,,0,-0.15963006,-0.072607994,10.015029,0.057053566,0.0,8.017025,0.944867
171,1987,410685.0,24.0,2213235.0,20004.0,0.14,,,0,0,0,0,24.0,,-1.9661129,3.1780539,14.609966,,,,0,,0,,,9.9036875,,,,
172,1988,410685.0,20.0,2100943.0,19078.0,0.16,,,0,0,0,1,20.0,,-1.8325815,2.9957323,14.557897,,,-1.9661129,0,0.13353133,0,-0.18232155,-0.052069664,9.856291,-0.04739666,0.0,,
173,1989,410685.0,20.0,2174049.0,21099.0,0.23,,,0,0,1,0,20.0,,-1.4696759,2.9957323,14.592102,,,-1.8325815,0,0.36290562,0,0.0,0.034205437,9.956981,0.10068989,0.0,,
174,1987,410686.0,6.0,2100000.0,16640.0,,,0.0,0,0,0,0,0.0,0.0,,1.7917595,14.557447,,0.0,,0,,0,,,9.719564,,,,
175,1988,410686.0,7.0,1800000.0,18720.0,,,10.0,0,0,0,1,2.0,2.857143,,1.9459101,14.403297,,1.3499267,,0,,0,0.1541506,-0.15415001,9.837348,0.11778355,0.0,2.857143,1.3499267
176,1989,410686.0,6.0,1600000.0,20800.0,,,0.0,0,0,1,0,0.0,0.0,,1.7917595,14.285514,,0.0,,0,,0,-0.1541506,-0.11778355,9.942708,0.10536003,0.0,-2.857143,-1.3499267
177,1987,418006.0,63.0,,25900.0,,,0.0,0,0,0,0,0.0,0.0,,4.1431346,,,0.0,,0,,0,,,10.161998,,,,
178,1988,418006.0,57.0,,25300.0,,,45.0,0,1,0,1,24.0,18.947369,,4.0430512,,,2.9930973,,0,,1,-0.10008335,,10.138559,-0.023438454,0.0,18.947369,2.9930973
179,1989,418006.0,59.0,,26800.0,,,40.0,0,0,1,0,35.0,23.728813,,4.0775375,,,3.2079692,,1,,-1,0.034486294,,10.196157,0.057598114,1.0,4.7814445,0.21487188
180,1987,418007.0,26.0,2200000.0,10712.0,,1.9,,1,0,0,0,26.0,,,3.2580965,14.603968,0.64185387,,,0,,0,,,9.2791195,,,,
181,1988,418007.0,24.0,1800000.0,10940.0,,2.6,,1,0,0,1,24.0,,,3.1780539,14.403297,0.9555114,,,0,,0,-0.0800426,-0.20067024,9.300181,0.021061897,0.0,,
182,1989,418007.0,21.0,1700000.0,11148.0,,1.2,,1,0,1,0,21.0,,,3.0445225,14.346139,0.1823216,,,0,,0,-0.13353133,-0.05715847,9.3190155,0.018834114,0.0,,
183,1987,418008.0,10.0,900000.0,,,,0.0,0,0,0,0,3.0,0.0,,2.3025851,13.71015,,0.0,,0,,0,,,,,,,
184,1988,418008.0,10.0,1200000.0,,,,16.0,0,1,0,1,10.0,16.0,,2.3025851,13.997832,,2.8332133,,0,,1,0.0,0.28768253,,,0.0,16.0,2.8332133
185,1989,418008.0,12.0,1100000.0,20000.0,,,0.0,0,0,1,0,1.0,0.0,,2.4849067,13.910821,,0.0,,1,,-1,0.18232155,-0.08701134,9.903487,,1.0,-16.0,-2.8332133
186,1987,418011.0,70.0,4200000.0,12400.0,10.0,9.0,0.0,1,0,0,0,0.0,0.0,2.3025851,4.248495,15.250595,2.1972246,0.0,,0,,0,,,9.425451,,,,
187,1988,418011.0,50.0,3740000.0,13400.0,3.0,3.0,43.0,1,1,0,1,10.0,8.6,1.0986123,3.912023,15.134596,1.0986123,2.261763,2.3025851,0,-1.2039728,1,-0.33647203,-0.11599922,9.50301,0.07755852,0.0,8.6,2.261763
188,1989,418011.0,30.0,2040000.0,14000.0,2.0,1.0,40.0,1,0,1,0,5.0,6.6666665,0.6931472,3.4011974,14.5284605,0.0,2.036882,1.0986123,1,-0.40546513,-1,-0.51082563,-0.60613537,9.546813,0.043803215,1.0,-1.9333339,-0.22488117
189,1987,418013.0,20.0,750000.0,14560.0,,0.27,40.0,0,0,0,0,2.0,4.0,,2.9957323,13.527828,-1.3093333,1.609438,,0,,0,,,9.586033,,,,
190,1988,418013.0,18.0,800000.0,16640.0,,0.25,60.0,0,1,0,1,3.0,10.0,,2.8903718,13.592367,-1.3862944,2.3978953,,0,,1,-0.10536051,0.064538956,9.719564,0.13353157,0.0,6.0,0.7884574
191,1989,418013.0,20.0,950000.0,17680.0,,0.21,40.0,0,0,1,0,3.0,6.0,,2.9957323,13.764217,-1.5606477,1.9459101,,1,,-1,0.10536051,0.1718502,9.7801895,0.060625076,1.0,-4.0,-0.45198524
192,1987,418014.0,9.0,6802180.0,13478.0,,,256.0,0,0,0,0,2.0,56.88889,,2.1972246,15.732754,,4.0585256,,0,,0,,,9.508814,,,,
193,1988,418014.0,12.0,936477.0,14269.0,,,281.0,0,1,0,1,7.0,163.91667,,2.4849067,13.74988,,5.10544,,0,,1,0.28768206,-1.9828739,9.565845,0.057030678,0.0,107.02779,1.0469146
194,1989,418014.0,17.0,1437883.0,15558.0,,,256.0,0,0,1,0,5.0,75.29412,,2.8332133,14.178682,,4.3345957,,1,,-1,0.34830666,0.4288025,9.65233,0.08648586,1.0,-88.62255,-0.77084446
195,1987,418021.0,11.0,1850000.0,12500.0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,2.3978953,14.4306965,0.0,0.0,,0,,0,,,9.433484,,,,
196,1988,418021.0,13.0,2078000.0,13100.0,1.0,1.0,40.0,0,1,0,1,2.0,6.1538463,0.0,2.5649493,14.546916,0.0,1.9676502,0.0,0,0.0,1,0.16705394,0.11621952,9.480368,0.046883583,0.0,6.1538463,1.9676502
197,1989,418021.0,13.0,2040000.0,13800.0,1.0,1.0,10.0,0,0,1,0,2.0,1.5384616,0.0,2.5649493,14.5284605,0.0,0.9315582,0.0,1,0.0,-1,0.0,-0.018455505,9.532424,0.052056313,1.0,-4.6153846,-1.036092
198,1987,418024.0,40.0,5500000.0,10400.0,,,0.0,0,0,0,0,0.0,0.0,,3.6888795,15.520259,,0.0,,0,,0,,,9.249561,,,,
199,1988,418024.0,60.0,6000000.0,10400.0,,,40.0,0,1,0,1,57.0,38.0,,4.0943446,15.60727,,3.6635616,,0,,1,0.40546513,0.08701134,9.249561,0.0,0.0,38.0,3.6635616
200,1989,418024.0,100.0,7000000.0,11020.0,,,20.0,0,0,1,0,10.0,2.0,,4.6051702,15.76142,,1.0986123,,1,,-1,0.51082563,0.15415001,9.307467,0.05790615,1.0,-36.0,-2.5649493
201,1987,418035.0,30.0,1269000.0,14000.0,6.0,12.0,0.0,0,0,0,0,0.0,0.0,1.7917595,3.4011974,14.05374,2.4849067,0.0,,0,,0,,,9.546813,,,,
202,1988,418035.0,30.0,1681000.0,14500.0,5.0,11.0,23.0,0,1,0,1,24.0,18.4,1.609438,3.4011974,14.334899,2.3978953,2.9652731,1.7917595,0,-0.18232155,1,0.0,0.2811594,9.581903,0.035090446,0.0,18.4,2.9652731
203,1989,418035.0,31.0,1814000.0,15000.0,3.0,9.0,0.0,0,0,1,0,0.0,0.0,1.0986123,3.4339871,14.411045,2.1972246,0.0,1.609438,1,-0.51082563,-1,0.032789707,0.076146126,9.615806,0.03390217,1.0,-18.4,-2.9652731
204,1987,418036.0,485.0,,17888.0,,,10.0,0,0,0,0,15.0,0.30927834,,6.184149,,,0.2694761,,0,,0,,,9.791885,,,,
205,1988,418036.0,500.0,,18637.0,,,46.0,0,1,0,1,24.0,2.208,,6.214608,,,1.1656476,,0,,1,0.030459404,,9.832904,0.041018486,0.0,1.8987216,0.89617157
206,1989,418036.0,525.0,,19386.0,,,10.0,0,0,1,0,15.0,0.2857143,,6.263398,,,0.25131443,,1,,-1,0.048789978,,9.872307,0.03940296,1.0,-1.9222857,-0.9143332
207,1987,418045.0,15.0,2000000.0,18000.0,2.0,1.0,30.0,0,0,0,0,2.0,4.0,0.6931472,2.7080503,14.508657,0.0,1.609438,,0,,0,,,9.798127,,,,
208,1988,418045.0,15.0,2500000.0,20000.0,2.0,1.0,40.0,0,0,0,1,3.0,8.0,0.6931472,2.7080503,14.731801,0.0,2.1972246,0.6931472,0,0.0,0,0.0,0.22314358,9.903487,0.10536003,0.0,4.0,0.5877867
209,1989,418045.0,15.0,3500000.0,22000.0,2.0,1.0,150.0,0,0,1,0,15.0,150.0,0.6931472,2.7080503,15.068274,0.0,5.0172796,0.6931472,0,0.0,0,0.0,0.3364725,9.998797,0.09531021,0.0,142.0,2.820055
210,1987,418046.0,15.0,,13000.0,,,0.0,0,0,0,0,0.0,0.0,,2.7080503,,,0.0,,0,,0,,,9.472705,,,,
211,1988,418046.0,20.0,,12000.0,,,24.0,0,1,0,1,20.0,24.0,,2.9957323,,,3.218876,,0,,1,0.28768206,,9.392662,-0.08004284,0.0,24.0,3.218876
212,1989,418046.0,25.0,,12000.0,,,4.0,0,0,1,0,25.0,4.0,,3.218876,,,1.609438,,1,,-1,0.22314358,,9.392662,0.0,1.0,-20.0,-1.609438
213,1987,418051.0,,,,0.45,0.14,25.0,1,0,0,0,30.0,,-0.79850775,,,-1.9661129,,,0,,0,,,,,,,
214,1988,418051.0,,,,0.5,0.17,13.0,1,1,0,1,199.0,,-0.6931472,,,-1.7719568,,-0.79850775,0,0.10536057,1,,,,,0.0,,
215,1989,418051.0,,,,0.5,0.17,20.0,1,0,1,0,15.0,,-0.6931472,,,-1.7719568,,-0.6931472,1,0.0,-1,,,,,1.0,,
216,1987,418052.0,6.0,400000.0,25861.0,,,0.0,0,0,0,0,0.0,0.0,,1.7917595,12.8992195,,0.0,,0,,0,,,10.160491,,,,
217,1988,418052.0,5.0,500000.0,25168.0,,,55.0,0,1,0,1,5.0,55.0,,1.609438,13.122363,,4.0253515,,0,,1,-0.18232155,0.22314358,10.133328,-0.027162552,0.0,55.0,4.0253515
218,1989,418052.0,7.0,600000.0,23625.0,,,0.0,0,0,1,0,0.0,0.0,,1.9459101,13.304685,,0.0,,1,,-1,0.33647215,0.18232155,10.070061,-0.06326771,1.0,-55.0,-4.0253515
219,1987,418054.0,60.0,3330457.0,11500.0,1.25,,0.0,0,0,0,0,3.0,0.0,0.22314355,4.0943446,15.0186205,,0.0,,0,,0,,,9.350102,,,,
220,1988,418054.0,65.0,3765312.0,12500.0,1.54,,40.0,0,1,0,1,3.0,1.8461539,0.4317824,4.1743875,15.141341,,1.0459685,0.22314355,0,0.20863885,1,0.08004284,0.12272072,9.433484,0.08338165,0.0,1.8461539,1.0459685
221,1989,418054.0,56.0,3533090.0,13200.0,0.96,,10.0,0,0,1,0,0.0,0.0,-0.040822018,4.0253515,15.077683,,0.0,0.4317824,1,-0.47260442,-1,-0.14903593,-0.06365776,9.487972,0.054488182,1.0,-1.8461539,-1.0459685
222,1987,418065.0,259.0,26942000.0,15038.0,1.3,0.5,6.0,1,0,0,0,150.0,3.4749036,0.26236424,5.556828,17.109198,-0.6931472,1.4984848,,0,,0,,,9.618336,,,,
223,1988,418065.0,331.0,32161000.0,15434.0,1.5,0.7,21.0,1,1,0,1,244.0,15.480363,0.4054651,5.8021183,17.286264,-0.35667497,2.8021696,0.26236424,0,0.14310086,1,0.24529028,0.1770668,9.644328,0.025992393,0.0,12.005459,1.3036847
224,1989,418065.0,321.0,31046000.0,16307.0,1.0,0.7,6.0,1,0,1,0,180.0,3.364486,0.0,5.771441,17.25098,-0.35667497,1.4735004,0.4054651,1,-0.4054651,-1,-0.030677319,-0.035284042,9.699349,0.055021286,1.0,-12.115877,-1.3286692
225,1987,418066.0,35.0,,,,,2.0,0,0,0,0,35.0,2.0,,3.5553482,,,1.0986123,,0,,0,,,,,,,
226,1988,418066.0,34.0,,,,,,0,1,0,1,34.0,,,3.5263605,,,,,0,,1,-0.028987646,,,,0.0,,
227,1989,418066.0,36.0,,,,,3.0,0,0,1,0,36.0,3.0,,3.583519,,,1.3862944,,1,,-1,0.05715847,,,,1.0,,
228,1987,418076.0,60.0,3870000.0,19968.0,1.06,2.0,50.0,0,0,0,0,20.0,16.666666,0.058268853,4.0943446,15.168765,0.6931472,2.8716795,,0,,0,,,9.901886,,,,
229,1988,418076.0,70.0,3882000.0,20800.0,0.8,1.5,52.0,0,1,0,1,41.0,30.457144,-0.22314353,4.248495,15.171861,0.4054651,3.448626,0.058268853,0,-0.2814124,1,0.15415049,0.0030956268,9.942708,0.04082203,0.0,13.790478,0.5769465
230,1989,418076.0,70.0,5330000.0,21840.0,0.22,0.5,50.0,0,0,1,0,20.0,14.285714,-1.5141277,4.248495,15.488862,-0.6931472,2.7269187,-0.22314353,1,-1.2909842,-1,0.0,0.31700134,9.991498,0.048789978,1.0,-16.171429,-0.72170734
231,1987,418083.0,125.0,26000000.0,20000.0,3.0,0.05,0.0,1,0,0,0,0.0,0.0,1.0986123,4.828314,17.073606,-2.9957323,0.0,,0,,0,,,9.903487,,,,
232,1988,418083.0,120.0,36000000.0,20000.0,2.0,0.0,,1,1,0,1,120.0,,0.6931472,4.787492,17.399029,,,1.0986123,0,-0.40546513,1,-0.04082203,0.3254223,9.903487,0.0,0.0,,
233,1989,418083.0,60.0,22000000.0,20000.0,1.0,0.03,32.0,1,0,1,0,20.0,10.666667,0.0,4.0943446,16.906553,-3.506558,2.4567358,0.6931472,1,-0.6931472,-1,-0.6931472,-0.4924755,9.903487,0.0,1.0,,
234,1987,418084.0,40.0,1200000.0,10000.0,,,200.0,1,0,0,0,6.0,30.0,,3.6888795,13.997832,,3.4339871,,0,,0,,,9.2103405,,,,
235,1988,418084.0,35.0,1100000.0,10300.0,,,,1,1,0,1,35.0,,,3.5553482,13.910821,,,,0,,1,-0.13353133,-0.08701134,9.2399,0.029559135,0.0,,
236,1989,418084.0,50.0,1300000.0,10700.0,,,200.0,1,0,1,0,6.0,24.0,,3.912023,14.077875,,3.218876,,1,,-1,0.3566749,0.16705418,9.277999,0.03809929,1.0,,
