,year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
348,1987,419307.0,262.0,18050000.0,22360.0,1.0,1.09,0.0,0,0,0,0,4.0,0.0,0.0,5.5683446,16.708656,0.08617773,0.0,,0,,0,,,10.015029,,,,
349,1988,419307.0,264.0,19270000.0,23026.0,0.85,1.07,24.0,0,0,0,1,3.0,0.27272728,-0.1625189,5.575949,16.77406,0.0676587,0.24116206,0.0,0,-0.1625189,0,0.007604599,0.065402985,10.044379,0.02935028,0.0,0.27272728,0.24116206
350,1989,419307.0,302.0,22220000.0,21736.0,0.89,1.07,44.0,0,1,1,0,302.0,44.0,-0.11653383,5.710427,16.916504,0.0676587,3.8066626,-0.1625189,0,0.045985073,1,0.13447762,0.14244461,9.986725,-0.05765438,0.0,43.727272,3.5655005
351,1987,419309.0,6.0,600000.0,24960.0,,0.33,15.0,0,0,0,0,6.0,15.0,,1.7917595,13.304685,-1.1086626,2.7725887,,0,,0,,,10.12503,,,,
352,1988,419309.0,9.0,750000.0,28080.0,,0.4,20.0,0,0,0,1,9.0,20.0,,2.1972246,13.527828,-0.9162907,3.0445225,,0,,0,0.40546513,0.22314358,10.242813,0.11778355,0.0,5.0,0.2719338
353,1989,419309.0,12.0,1000000.0,30160.0,,0.4,55.0,0,1,1,0,12.0,55.0,,2.4849067,13.815511,-0.9162907,4.0253515,,0,,1,0.28768206,0.28768253,10.314272,0.07145882,0.0,35.0,0.980829
354,1987,419312.0,60.0,5845000.0,21133.0,,,,0,0,0,0,60.0,,,4.0943446,15.581098,,,,0,,0,,,9.958591,,,,
355,1988,419312.0,71.0,6927000.0,20904.0,,,,0,0,0,1,71.0,,,4.26268,15.750937,,,,0,,0,0.16833544,0.16983986,9.947696,-0.010895729,0.0,,
356,1989,419312.0,97.0,11012000.0,21445.0,,,,0,0,1,0,97.0,,,4.574711,16.214497,,,,0,,0,0.3120308,0.46355915,9.973247,0.025550842,0.0,,
357,1987,419319.0,60.0,,,,,40.0,0,0,0,0,60.0,40.0,,4.0943446,,,3.713572,,0,,0,,,,,,,
358,1988,419319.0,69.0,,,,,50.0,0,0,0,1,69.0,50.0,,4.2341065,,,3.9318256,,0,,0,0.13976192,,,,0.0,10.0,0.21825361
359,1989,419319.0,78.0,,,,,50.0,0,0,1,0,78.0,50.0,,4.356709,,,3.9318256,,0,,0,0.12260246,,,,0.0,0.0,0.0
360,1987,419328.0,27.0,2700000.0,,,,0.0,1,0,0,0,0.0,0.0,,3.295837,14.808763,,0.0,,0,,0,,,,,,,
361,1988,419328.0,27.0,2800000.0,,,,0.0,1,0,0,1,0.0,0.0,,3.295837,14.84513,,0.0,,0,,0,0.0,0.036367416,,,0.0,0.0,0.0
362,1989,419328.0,27.0,2800000.0,,,,12.0,1,1,1,0,27.0,12.0,,3.295837,14.84513,,2.5649493,,0,,1,0.0,0.0,,,0.0,12.0,2.5649493
363,1987,419335.0,57.0,8486927.0,40563.0,,,0.0,0,0,0,0,0.0,0.0,,4.0430512,15.954038,,0.0,,0,,0,,,10.610612,,,,
364,1988,419335.0,53.0,4327519.0,37429.0,,,40.0,0,0,0,1,10.0,7.5471697,,3.9702919,15.280505,,2.1456,,0,,0,-0.07275939,-0.6735325,10.530201,-0.08041096,0.0,7.5471697,2.1456
365,1989,419335.0,62.0,8533205.0,42583.0,,,40.0,0,0,1,0,5.0,3.2258065,,4.1271343,15.9594755,,1.4412102,,0,,0,0.15684247,0.67897034,10.65921,0.12900925,0.0,-4.3213634,-0.7043899
366,1987,419339.0,40.0,8000000.0,15000.0,0.5,0.3,0.0,1,0,0,0,0.0,0.0,-0.6931472,3.6888795,15.894952,-1.2039728,0.0,,0,,0,,,9.615806,,,,
367,1988,419339.0,40.0,8500000.0,15500.0,0.59,0.34,0.0,1,0,0,1,0.0,0.0,-0.5276328,3.6888795,15.955577,-1.0788096,0.0,-0.6931472,0,0.16551441,0,0.0,0.060625076,9.648595,0.03278923,0.0,0.0,0.0
368,1989,419339.0,60.0,10000000.0,17000.0,0.45,0.22,0.0,1,0,1,0,0.0,0.0,-0.79850775,4.0943446,16.118095,-1.5141277,0.0,-0.5276328,0,-0.27087498,0,0.40546513,0.1625185,9.740969,0.09237385,0.0,0.0,0.0
369,1987,419343.0,100.0,10000000.0,15000.0,5.0,7.0,70.0,1,0,0,0,5.0,3.5,1.609438,4.6051702,16.118095,1.9459101,1.5040774,,0,,0,,,9.615806,,,,
370,1988,419343.0,125.0,12000000.0,16000.0,4.0,8.0,25.0,1,0,0,1,21.0,4.2,1.3862944,4.828314,16.300417,2.0794415,1.6486586,1.609438,0,-0.22314358,0,0.22314358,0.18232155,9.680344,0.064538,0.0,0.6999998,0.1445812
371,1989,419343.0,290.0,48000000.0,18700.0,3.0,10.0,17.0,1,1,1,0,290.0,17.0,1.0986123,5.669881,17.686712,2.3025851,2.8903718,1.3862944,0,-0.28768206,1,0.84156704,1.3862953,9.836279,0.15593529,0.0,12.8,1.2417132
372,1987,419344.0,,,,,,0.0,0,0,0,0,0.0,,,,,,,,0,,0,,,,,,,
373,1988,419344.0,,,,,,0.0,0,0,0,1,0.0,,,,,,,,0,,0,,,,,0.0,,
374,1989,419344.0,9.0,1000000.0,17000.0,,,0.0,0,0,1,0,0.0,0.0,,2.1972246,13.815511,,0.0,,0,,0,,,9.740969,,0.0,,
375,1987,419347.0,,,,,,0.0,0,0,0,0,20.0,,,,,,,,0,,0,,,,,,,
376,1988,419347.0,,,,,,8.0,0,0,0,1,25.0,,,,,,,,0,,0,,,,,0.0,,
377,1989,419347.0,,,,,,13.0,0,1,1,0,81.0,,,,,,,,0,,1,,,,,0.0,,
378,1987,419351.0,12.0,,18000.0,,,0.0,0,0,0,0,0.0,0.0,,2.4849067,,,0.0,,0,,0,,,9.798127,,,,
379,1988,419351.0,14.0,,18000.0,,,15.0,0,0,0,1,0.0,0.0,,2.6390574,,,0.0,,0,,0,0.15415072,,9.798127,0.0,0.0,0.0,0.0
380,1989,419351.0,14.0,,19000.0,,,25.0,0,1,1,0,14.0,25.0,,2.6390574,,,3.2580965,,0,,1,0.0,,9.852194,0.054066658,0.0,25.0,3.2580965
381,1987,419357.0,60.0,6870314.0,12750.0,2.0,2.0,50.0,0,0,0,0,60.0,50.0,0.6931472,4.0943446,15.742721,0.6931472,3.9318256,,0,,0,,,9.453286,,,,
382,1988,419357.0,65.0,7079852.0,11875.0,1.0,1.0,75.0,0,0,0,1,65.0,75.0,0.0,4.1743875,15.772763,0.0,4.3307333,0.6931472,0,-0.6931472,0,0.08004284,0.030042648,9.382191,-0.07109547,0.0,25.0,0.39890766
383,1989,419357.0,75.0,8040128.0,12625.0,0.5,0.5,120.0,0,1,1,0,75.0,120.0,-0.6931472,4.317488,15.899956,-0.6931472,4.7957907,0.0,0,-0.6931472,1,0.14310074,0.1271925,9.443435,0.06124401,0.0,45.0,0.46505737
384,1987,419375.0,,2900000.0,,,,0.0,0,0,0,0,0.0,,,,14.880221,,,,0,,0,,,,,,,
385,1988,419375.0,,2500000.0,,,,25.0,0,0,0,1,10.0,,,,14.731801,,,,0,,0,,-0.14842033,,,0.0,,
386,1989,419375.0,,3100000.0,,,,140.0,0,1,1,0,8.0,,,,14.946913,,,,0,,1,,0.21511173,,,0.0,,
387,1987,419376.0,32.0,6000000.0,15250.0,,,2.0,1,0,0,0,5.0,0.3125,,3.465736,15.60727,,0.2719337,,0,,0,,,9.632335,,,,
388,1988,419376.0,36.0,6100000.0,16290.0,,,4.0,1,0,0,1,10.0,1.1111112,,3.583519,15.623799,,0.74721444,,0,,0,0.11778307,0.016529083,9.698307,0.06597233,0.0,0.79861116,0.47528073
389,1989,419376.0,40.0,6300000.0,17370.0,,,38.0,1,1,1,0,40.0,38.0,,3.6888795,15.65606,,3.6635616,,0,,1,0.10536051,0.032260895,9.7625,0.06419277,0.0,36.88889,2.916347
390,1987,419378.0,20.0,2700000.0,10920.0,2.71,,50.0,0,0,0,0,5.0,12.5,0.99694866,2.9957323,14.808763,,2.6026897,,0,,0,,,9.298351,,,,
391,1988,419378.0,22.0,3100000.0,11856.0,1.52,,75.0,0,0,0,1,12.0,40.909092,0.41871032,3.0910425,14.946913,,3.7355027,0.99694866,0,-0.57823837,0,0.09531021,0.13815022,9.3805895,0.0822382,0.0,28.409092,1.132813
392,1989,419378.0,37.0,4700000.0,13520.0,1.34,,154.0,0,1,1,0,37.0,154.0,0.29266962,3.6109178,15.363073,,5.043425,0.41871032,0,-0.1260407,1,0.5198753,0.41616058,9.511926,0.13133621,0.0,113.09091,1.3079224
393,1987,419379.0,201.0,,23167.0,,,0.0,0,0,0,0,0.0,0.0,,5.3033047,,,0.0,,0,,0,,,10.050484,,,,
394,1988,419379.0,201.0,,25929.0,,,0.0,0,0,0,1,0.0,0.0,,5.3033047,,,0.0,,0,,0,0.0,,10.163117,0.112633705,0.0,0.0,0.0
395,1989,419379.0,237.0,,24965.0,,,24.0,0,1,1,0,70.0,7.088608,,5.46806,,,2.0904567,,0,,1,0.16475534,,10.12523,-0.037887573,0.0,7.088608,2.0904567
396,1987,419380.0,45.0,10000000.0,,,,0.0,0,0,0,0,0.0,0.0,,3.8066626,16.118095,,0.0,,0,,0,,,,,,,
397,1988,419380.0,50.0,10000000.0,,,,0.0,0,0,0,1,0.0,0.0,,3.912023,16.118095,,0.0,,0,,0,0.10536051,0.0,,,0.0,0.0,0.0
398,1989,419380.0,55.0,12000000.0,,,,10.0,0,0,1,0,55.0,10.0,,4.0073333,16.300417,,2.3978953,,0,,0,0.09531021,0.18232155,,,0.0,10.0,2.3978953
399,1987,419381.0,14.0,1585000.0,14560.0,0.65,,60.0,0,0,0,0,1.0,4.285714,-0.43078294,2.6390574,14.276095,,1.6650077,,0,,0,,,9.586033,,,,
400,1988,419381.0,11.0,1560000.0,19240.0,0.55,,0.0,0,0,0,1,0.0,0.0,-0.597837,2.3978953,14.260197,,0.0,-0.43078294,0,-0.16705403,0,-0.24116206,-0.015898705,9.864747,0.27871418,0.0,-4.285714,-1.6650077
401,1989,419381.0,12.0,1747000.0,20280.0,0.38,,50.0,0,1,1,0,12.0,50.0,-0.967584,2.4849067,14.37341,,3.9318256,-0.597837,0,-0.36974704,1,0.08701134,0.11321354,9.917391,0.052643776,0.0,50.0,3.9318256
402,1987,419384.0,50.0,,24960.0,,,0.0,0,0,0,0,0.0,0.0,,3.912023,,,0.0,,0,,0,,,10.12503,,,,
403,1988,419384.0,73.0,,26520.0,,,0.0,0,0,0,1,2.0,0.0,,4.2904596,,,0.0,,0,,0,0.37843657,,10.185655,0.060625076,0.0,0.0,0.0
404,1989,419384.0,83.0,,28080.0,,,110.0,0,1,1,0,30.0,39.759037,,4.4188404,,,3.7076776,,0,,1,0.12838078,,10.242813,0.05715847,0.0,39.759037,3.7076776
405,1987,419388.0,40.0,2400000.0,16307.0,11.0,9.0,2.0,0,0,0,0,10.0,0.5,2.3978953,3.6888795,14.690979,2.1972246,0.4054651,,0,,0,,,9.699349,,,,
406,1988,419388.0,36.0,2300000.0,16827.0,8.0,7.0,4.0,0,0,0,1,15.0,1.6666666,2.0794415,3.583519,14.648419,1.9459101,0.98082924,2.3978953,0,-0.3184538,0,-0.10536051,-0.042559624,9.73074,0.03139019,0.0,1.1666666,0.5753641
407,1989,419388.0,33.0,2700000.0,17347.0,6.0,3.0,18.0,0,1,1,0,33.0,18.0,1.7917595,3.4965076,14.808763,1.0986123,2.944439,2.0794415,0,-0.28768206,1,-0.08701134,0.16034317,9.761175,0.030435562,0.0,16.333334,1.9636097
408,1987,419392.0,15.0,,18000.0,,,,0,0,0,0,15.0,,,2.7080503,,,,,0,,0,,,9.798127,,,,
409,1988,419392.0,18.0,,19500.0,,,,0,0,0,1,18.0,,,2.8903718,,,,,0,,0,0.18232155,,9.87817,0.08004284,0.0,,
410,1989,419392.0,21.0,,20900.0,,,,0,0,1,0,21.0,,,3.0445225,,,,,0,,0,0.15415072,,9.947504,0.06933403,0.0,,
411,1987,419400.0,6.0,373164.0,17680.0,,,170.0,0,0,0,0,2.0,56.666668,,1.7917595,12.829773,,4.0546794,,0,,0,,,9.7801895,,,,
412,1988,419400.0,8.0,422611.0,17680.0,,,170.0,0,0,0,1,4.0,85.0,,2.0794415,12.954207,,4.454347,,0,,0,0.28768206,0.12443447,9.7801895,0.0,0.0,28.333332,0.39966774
413,1989,419400.0,9.0,390210.0,17846.0,,,170.0,0,0,1,0,4.0,75.55556,,2.1972246,12.87444,,4.3380165,,0,,0,0.11778307,-0.07976723,9.789535,0.009345055,0.0,-9.444443,-0.11633062
414,1987,419401.0,62.0,5000000.0,29000.0,,,72.0,0,0,0,0,13.0,15.096774,,4.1271343,15.424949,,2.7786188,,0,,0,,,10.275051,,,,
415,1988,419401.0,74.0,6000000.0,34000.0,,,72.0,0,0,0,1,13.0,12.648648,,4.304065,15.60727,,2.6136405,,0,,0,0.1769309,0.18232155,10.434115,0.1590643,0.0,-2.4481258,-0.16497827
416,1989,419401.0,82.0,8000000.0,39000.0,,,72.0,0,0,1,0,13.0,11.414634,,4.406719,15.894952,,2.5188758,,0,,0,0.10265398,0.28768158,10.571317,0.13720131,0.0,-1.2340145,-0.09476471
417,1987,419406.0,,1842243.0,,,,,0,0,0,0,,,,,14.426495,,,,0,,0,,,,,,,
418,1988,419406.0,,2072633.0,,,,,0,0,0,1,,,,,14.544331,,,,0,,0,,0.117836,,,0.0,,
419,1989,419406.0,,2314928.0,,,,,0,0,1,0,,,,,14.654889,,,,0,,0,,0.11055851,,,0.0,,
420,1987,419409.0,75.0,8450000.0,13416.0,2.25,0.5,20.0,0,0,0,0,40.0,10.666667,0.8109302,4.317488,15.949677,-0.6931472,2.4567358,,0,,0,,,9.504203,,,,
421,1988,419409.0,72.0,10298000.0,15184.0,2.5,0.5,26.0,0,0,0,1,72.0,26.0,0.91629076,4.276666,16.14746,-0.6931472,3.295837,0.8109302,0,0.10536057,0,-0.04082203,0.19778347,9.627997,0.123794556,0.0,15.333333,0.8391011
422,1989,419409.0,75.0,10155000.0,17451.0,2.0,0.5,60.0,0,1,1,0,75.0,60.0,0.6931472,4.317488,16.133476,-0.6931472,4.1108737,0.91629076,0,-0.22314358,1,0.04082203,-0.01398468,9.767152,0.13915443,0.0,34.0,0.8150368
423,1987,419410.0,26.0,,26667.0,,14.0,100.0,0,0,0,0,6.0,23.076923,,3.2580965,,2.6390574,3.181254,,0,,0,,,10.191182,,,,
424,1988,419410.0,24.0,,24856.0,,10.0,100.0,0,0,0,1,8.0,33.333332,,3.1780539,,2.3025851,3.5361166,,0,,0,-0.0800426,,10.120854,-0.07032776,0.0,10.256409,0.3548627
425,1989,419410.0,23.0,,25280.0,,9.0,120.0,0,1,1,0,23.0,120.0,,3.1354942,,2.1972246,4.7957907,,0,,1,-0.042559624,,10.137769,0.016914368,0.0,86.66667,1.2596741
426,1987,419420.0,19.0,1980000.0,15600.0,,,0.0,0,0,0,0,0.0,0.0,,2.944439,14.498608,,0.0,,0,,0,,,9.655026,,,,
427,1988,419420.0,15.0,1600000.0,17160.0,,,0.0,0,0,0,1,0.0,0.0,,2.7080503,14.285514,,0.0,,0,,0,-0.23638868,-0.21309376,9.750337,0.09531021,0.0,0.0,0.0
428,1989,419420.0,12.0,1430000.0,18720.0,,,80.0,0,1,1,0,12.0,80.0,,2.4849067,14.173185,,4.394449,,0,,1,-0.22314358,-0.11232853,9.837348,0.08701134,0.0,80.0,4.394449
429,1987,419432.0,250.0,6000000.0,14352.0,5.0,3.0,,0,0,0,0,250.0,,1.609438,5.521461,15.60727,1.0986123,,,0,,0,,,9.571645,,,,
430,1988,419432.0,290.0,18000000.0,15184.0,4.8,3.0,,0,0,0,1,290.0,,1.5686159,5.669881,16.705883,1.0986123,,1.609438,0,-0.04082203,0,0.14841986,1.0986128,9.627997,0.056352615,0.0,,
431,1989,419432.0,350.0,54000000.0,16432.0,5.2,4.0,,0,0,1,0,350.0,,1.6486586,5.857933,17.804495,1.3862944,,1.5686159,0,0.08004272,0,0.18805218,1.0986118,9.706985,0.078988075,0.0,,
432,1987,419433.0,19.0,1700000.0,16640.0,,,50.0,0,0,0,0,4.0,10.526316,,2.944439,14.346139,,2.4446328,,0,,0,,,9.719564,,,,
433,1988,419433.0,19.0,2000000.0,17160.0,,,15.0,0,0,0,1,19.0,15.0,,2.944439,14.508657,,2.7725887,,0,,0,0.0,0.1625185,9.750337,0.03077221,0.0,4.4736843,0.32795596
434,1989,419433.0,21.0,2200000.0,17680.0,,,49.0,0,1,1,0,11.0,25.666666,,3.0445225,14.603968,,3.2834144,,0,,1,0.10008359,0.09531021,9.7801895,0.029852867,0.0,10.666666,0.51082563
435,1987,419434.0,89.0,11380000.0,14394.0,,0.0,0.0,0,0,0,0,0.0,0.0,,4.4886365,16.247368,,0.0,,0,,0,,,9.574567,,,,
436,1988,419434.0,59.0,4748000.0,15454.0,,0.04,0.0,0,0,0,1,0.0,0.0,,4.0775375,15.373234,-3.218876,0.0,,0,,0,-0.41109896,-0.87413406,9.645623,0.071056366,0.0,0.0,0.0
437,1989,419434.0,105.0,7175000.0,15558.0,,0.14,10.0,0,0,1,0,105.0,10.0,,4.65396,15.786114,-1.9661129,2.3978953,,0,,0,0.5764227,0.41287994,9.65233,0.0067071915,0.0,10.0,2.3978953
438,1987,419449.0,40.0,3317000.0,16640.0,,,30.0,0,0,0,0,40.0,30.0,,3.6888795,15.014571,,3.4339871,,0,,0,,,9.719564,,,,
439,1988,419449.0,55.0,3692000.0,16640.0,,,30.0,0,0,0,1,55.0,30.0,,4.0073333,15.121679,,3.4339871,,0,,0,0.3184538,0.107108116,9.719564,0.0,0.0,0.0,0.0
440,1989,419449.0,65.0,3252000.0,16640.0,,,30.0,0,0,1,0,15.0,6.923077,,4.1743875,14.994781,,2.0697796,,0,,0,0.16705418,-0.12689877,9.719564,0.0,0.0,-23.076923,-1.3642075
441,1987,419450.0,175.0,12500000.0,9360.0,,,0.0,0,0,0,0,0.0,0.0,,5.164786,16.34124,,0.0,,0,,0,,,9.1442,,,,
442,1988,419450.0,225.0,12500000.0,10400.0,,,0.0,0,0,0,1,0.0,0.0,,5.4161005,16.34124,,0.0,,0,,0,0.25131464,0.0,9.249561,0.105360985,0.0,0.0,0.0
443,1989,419450.0,275.0,18200000.0,11440.0,,,3.0,0,0,1,0,200.0,2.1818182,,5.616771,16.716932,,1.1574528,,0,,0,0.20067072,0.37569237,9.3448715,0.09531021,0.0,2.1818182,1.1574528
444,1987,419459.0,110.0,15100000.0,21000.0,1.67,0.21,20.0,1,0,0,0,35.0,6.3636365,0.5128236,4.7004805,16.530205,-1.5606477,1.9965539,,0,,0,,,9.952278,,,,
445,1988,419459.0,125.0,16000000.0,21000.0,2.5,0.23,20.0,1,0,0,1,40.0,6.4,0.91629076,4.828314,16.588099,-1.4696759,2.00148,0.5128236,0,0.40346718,0,0.12783337,0.057893753,9.952278,0.0,0.0,0.0363636,0.0049262047
446,1989,419459.0,225.0,28900000.0,21000.0,1.12,0.15,20.0,1,0,1,0,160.0,14.222222,0.11332869,5.4161005,17.179352,-1.89712,2.7227564,0.91629076,0,-0.80296206,0,0.5877867,0.5912533,9.952278,0.0,0.0,7.822222,0.7212763
447,1987,419461.0,24.0,,14800.0,,,0.0,0,0,0,0,0.0,0.0,,3.1780539,,,0.0,,0,,0,,,9.602383,,,,
448,1988,419461.0,23.0,,15200.0,,,0.0,0,0,0,1,0.0,0.0,,3.1354942,,,0.0,,0,,0,-0.042559624,,9.62905,0.026667595,0.0,0.0,0.0
449,1989,419461.0,36.0,,15800.0,,,40.0,0,1,1,0,30.0,33.333332,,3.583519,,,3.5361166,,0,,1,0.44802475,,9.667766,0.038715363,0.0,33.333332,3.5361166
450,1987,419467.0,4.0,1494764.0,30000.0,,,80.0,0,0,0,0,4.0,80.0,,1.3862944,14.217479,,4.394449,,0,,0,,,10.308952,,,,
451,1988,419467.0,5.0,2566104.0,31000.0,,,100.0,0,0,0,1,5.0,100.0,,1.609438,14.757899,,4.6151204,,0,,0,0.22314358,0.54042053,10.3417425,0.032790184,0.0,20.0,0.22067118
452,1989,419467.0,10.0,2191680.0,35000.0,,,100.0,0,0,1,0,10.0,100.0,,2.3025851,14.600179,,4.6151204,,0,,0,0.6931472,-0.15772057,10.463103,0.12136078,0.0,0.0,0.0
453,1987,419472.0,120.0,,13000.0,,,20.0,0,0,0,0,25.0,4.1666665,,4.787492,,,1.6422276,,0,,0,,,9.472705,,,,
454,1988,419472.0,100.0,,13500.0,,,20.0,0,0,0,1,25.0,5.0,,4.6051702,,,1.7917595,,0,,0,-0.18232155,,9.510445,0.037739754,0.0,0.8333335,0.14953184
455,1989,419472.0,100.0,,14000.0,,,60.0,0,1,1,0,100.0,60.0,,4.6051702,,,4.1108737,,0,,1,0.0,,9.546813,0.03636837,0.0,55.0,2.3191142
456,1987,419473.0,18.0,,,,,0.0,1,0,0,0,0.0,0.0,,2.8903718,,,0.0,,0,,0,,,,,,,
457,1988,419473.0,18.0,,,,,3.0,1,0,0,1,18.0,3.0,,2.8903718,,,1.3862944,,0,,0,0.0,,,,0.0,3.0,1.3862944
458,1989,419473.0,18.0,,,,,35.0,1,1,1,0,18.0,35.0,,2.8903718,,,3.583519,,0,,1,0.0,,,,0.0,32.0,2.1972246
459,1987,419479.0,,,,,,0.0,0,0,0,0,0.0,,,,,,,,0,,0,,,,,,,
460,1988,419479.0,30.0,1503906.0,15500.0,,,0.0,0,0,0,1,0.0,0.0,,3.4011974,14.223577,,0.0,,0,,0,,,9.648595,,0.0,,
461,1989,419479.0,30.0,1360372.0,16500.0,,,20.0,0,0,1,0,13.0,8.666667,,3.4011974,14.123269,,2.2686837,,0,,0,0.0,-0.100307465,9.711116,0.06252098,0.0,8.666667,2.2686837
462,1987,419482.0,15.0,,,2.7,,0.0,0,0,0,0,0.0,0.0,0.9932518,2.7080503,,,0.0,,0,,0,,,,,,,
463,1988,419482.0,15.0,1000000.0,10000.0,2.59,,0.0,0,0,0,1,0.0,0.0,0.95165783,2.7080503,13.815511,,0.0,0.9932518,0,-0.04159397,0,0.0,,9.2103405,,0.0,0.0,0.0
464,1989,419482.0,18.0,1000000.0,10000.0,2.8,,24.0,0,0,1,0,18.0,24.0,1.0296195,2.8903718,13.815511,,3.218876,0.95165783,0,0.07796162,0,0.18232155,0.0,9.2103405,0.0,0.0,24.0,3.218876
465,1987,419483.0,133.0,11000000.0,13957.0,20.0,,0.0,1,0,0,0,0.0,0.0,2.9957323,4.890349,16.213406,,0.0,,0,,0,,,9.543736,,,,
466,1988,419483.0,108.0,11500000.0,14810.0,25.0,,0.0,1,0,0,1,0.0,0.0,3.218876,4.6821313,16.257858,,0.0,2.9957323,0,0.22314358,0,-0.20821762,0.044452667,9.603058,0.059321404,0.0,0.0,0.0
467,1989,419483.0,129.0,12000000.0,14227.0,30.0,,20.0,1,0,1,0,20.0,3.1007752,3.4011974,4.8598123,16.300417,,1.4111761,3.218876,0,0.18232155,0,0.17768097,0.04255867,9.562897,-0.040161133,0.0,3.1007752,1.4111761
468,1987,419486.0,80.0,7000000.0,16000.0,,,0.0,0,0,0,0,0.0,0.0,,4.3820267,15.76142,,0.0,,0,,0,,,9.680344,,,,
469,1988,419486.0,90.0,8500000.0,17000.0,,,0.0,0,0,0,1,0.0,0.0,,4.4998097,15.955577,,0.0,,0,,0,0.11778307,0.19415665,9.740969,0.060625076,0.0,0.0,0.0
470,1989,419486.0,100.0,9900000.0,18000.0,,,40.0,0,1,1,0,90.0,36.0,,4.6051702,16.108046,,3.6109178,,0,,1,0.10536051,0.15246868,9.798127,0.05715847,0.0,36.0,3.6109178
