,date,sp500,divyld,i3,ip,pcsp,rsp500,pcip,ci3,ci3_1,ci3_2,pcip_1,pcip_2,pcip_3,pcsp_1,pcsp_2,pcsp_3
0,1947.01,15.21,4.49,0.38,22.4,,,,,,,,,,,,
1,1947.02,15.8,4.38,0.38,22.5,46.548332,50.928333,5.3571634,0.0,,,,,,,,
2,1947.03,15.16,4.61,0.38,22.6,-48.60762,-43.99762,5.333354,0.0,0.0,,5.3571634,,,46.548332,,
3,1947.04,14.6,4.75,0.38,22.5,-44.327137,-39.577137,-5.3097544,0.0,0.0,0.0,5.333354,5.3571634,,-48.60762,46.548332,
4,1947.05,14.34,5.05,0.38,22.6,-21.36988,-16.319881,5.333354,0.0,0.0,0.0,-5.3097544,5.333354,5.3571634,-44.327137,-48.60762,46.548332
5,1947.06,14.84,5.03,0.38,22.6,41.841003,46.871002,0.0,0.0,0.0,0.0,5.333354,-5.3097544,5.333354,-21.36988,-44.327137,-48.60762
6,1947.07,15.77,4.81,0.64,22.4,75.20218,80.01218,-10.619509,0.26,0.0,0.0,0.0,5.333354,-5.3097544,41.841003,-21.36988,-44.327137
7,1947.08,15.46,4.97,0.74,22.6,-23.589125,-18.619125,10.714327,0.100000024,0.26,0.0,-10.619509,0.0,5.333354,75.20218,41.841003,-21.36988
8,1947.09,15.06,5.16,0.79,22.7,-31.047836,-25.887836,5.3097544,0.050000012,0.100000024,0.26,10.714327,-10.619509,0.0,-23.589125,75.20218,41.841003
9,1947.1,15.45,5.1,0.84,22.9,31.075647,36.175648,10.572626,0.049999952,0.050000012,0.100000024,5.3097544,10.714327,-10.619509,-31.047836,-23.589125,75.20218
10,1947.11,15.27,5.24,0.92,23.3,-13.980532,-8.740532,20.96068,0.08000004,0.049999952,0.050000012,10.572626,5.3097544,10.714327,31.075647,-31.047836,-23.589125
11,1947.12,15.03,5.55,0.95,23.3,-18.860567,-13.310567,0.0,0.029999971,0.08000004,0.049999952,20.96068,10.572626,5.3097544,-13.980532,31.075647,-31.047836
12,1948.01,14.83,5.71,0.97,23.5,-15.968048,-10.258048,10.300468,0.02000004,0.029999971,0.08000004,0.0,20.96068,10.572626,-18.860567,-13.980532,31.075647
13,1948.02,14.1,6.01,0.99,23.5,-59.06942,-53.059418,0.0,0.01999998,0.02000004,0.029999971,10.300468,0.0,20.96068,-15.968048,-18.860567,-13.980532
14,1948.03,14.3,5.9,1.0,23.3,17.02126,22.921259,-10.212805,0.00999999,0.01999998,0.02000004,0.0,10.300468,0.0,-59.06942,-15.968048,-18.860567
15,1948.04,15.4,5.5,1.0,23.3,92.30765,97.80765,0.0,0.0,0.00999999,0.01999998,-10.212805,0.0,10.300468,17.02126,-59.06942,-15.968048
16,1948.05,16.15,5.32,1.0,23.7,58.44156,63.76156,20.600937,0.0,0.0,0.00999999,0.0,-10.212805,0.0,92.30765,17.02126,-59.06942
17,1948.06,16.82,5.02,1.0,24.0,49.783287,54.803288,15.189835,0.0,0.0,0.0,20.600937,0.0,-10.212805,58.44156,92.30765,17.02126
18,1948.07,16.42,4.96,1.0,24.0,-28.537428,-23.577427,0.0,0.0,0.0,0.0,15.189835,20.600937,0.0,49.783287,58.44156,92.30765
19,1948.08,15.94,5.17,1.03,23.9,-35.07921,-29.909208,-5.000019,0.029999971,0.0,0.0,0.0,15.189835,20.600937,-28.537428,49.783287,58.44156
20,1948.09,15.76,5.29,1.09,23.7,-13.550768,-8.260768,-10.041783,0.060000062,0.029999971,0.0,-5.000019,0.0,15.189835,-35.07921,-28.537428,49.783287
21,1948.1,16.19,5.29,1.12,23.9,32.741142,38.031143,10.126524,0.029999971,0.060000062,0.029999971,-10.041783,-5.000019,0.0,-13.550768,-35.07921,-28.537428
22,1948.11,15.29,6.09,1.14,23.6,-66.707886,-60.617886,-15.062723,0.01999998,0.029999971,0.060000062,10.126524,-10.041783,-5.000019,32.741142,-13.550768,-35.07921
23,1948.12,15.19,6.24,1.15,23.4,-7.8482966,-1.6082969,-10.169531,0.00999999,0.01999998,0.029999971,-15.062723,10.126524,-10.041783,-66.707886,32.741142,-13.550768
24,1949.01,15.36,6.2,1.16,23.2,13.429895,19.629894,-10.256351,0.00999999,0.00999999,0.01999998,-10.169531,-15.062723,10.126524,-7.8482966,-66.707886,32.741142
25,1949.02,14.77,6.54,1.16,22.9,-46.09369,-39.553688,-15.5173,0.0,0.00999999,0.00999999,-10.256351,-10.169531,-15.062723,13.429895,-7.8482966,-66.707886
26,1949.03,14.91,6.57,1.16,22.5,11.374358,17.944359,-20.96068,0.0,0.0,0.00999999,-15.5173,-10.256351,-10.169531,-46.09369,13.429895,-7.8482966
27,1949.04,14.89,6.65,1.16,22.4,-1.6096182,5.040382,-5.333354,0.0,0.0,0.0,-20.96068,-15.5173,-10.256351,11.374358,-46.09369,13.429895
28,1949.05,14.78,6.72,1.15,22.1,-8.865059,-2.145059,-16.071388,-0.00999999,0.0,0.0,-5.333354,-20.96068,-15.5173,-1.6096182,11.374358,-46.09369
29,1949.06,13.97,7.09,1.16,22.0,-65.7645,-58.674503,-5.429885,0.00999999,-0.00999999,0.0,-16.071388,-5.333354,-20.96068,-8.865059,-1.6096182,11.374358
30,1949.07,14.76,6.73,0.98,22.0,67.859695,74.5897,0.0,-0.17999995,0.00999999,-0.00999999,-5.429885,-16.071388,-5.333354,-65.7645,-8.865059,-1.6096182
31,1949.08,15.29,6.54,1.02,22.2,43.08941,49.62941,10.909133,0.03999996,-0.17999995,0.00999999,0.0,-5.429885,-16.071388,67.859695,-65.7645,-8.865059
32,1949.09,15.49,6.36,1.06,22.4,15.696519,22.056519,10.810749,0.03999996,0.03999996,-0.17999995,10.909133,0.0,-5.429885,43.08941,67.859695,-65.7645
33,1949.1,15.89,6.26,1.04,21.6,30.98778,37.24778,-42.8571,-0.01999998,0.03999996,0.03999996,10.810749,10.909133,0.0,15.696519,43.08941,67.859695
34,1949.11,16.11,6.61,1.06,22.2,16.614243,23.224243,33.333355,0.01999998,-0.01999998,0.03999996,-42.8571,10.810749,10.909133,30.98778,15.696519,43.08941
35,1949.12,16.54,6.75,1.1,22.6,32.029816,38.779816,21.621601,0.04000008,0.01999998,-0.01999998,33.333355,-42.8571,10.810749,16.614243,30.98778,15.696519
36,1950.01,16.88,6.65,1.09,22.9,24.667345,31.317345,15.929163,-0.00999999,0.04000008,0.01999998,21.621601,33.333355,-42.8571,32.029816,16.614243,30.98778
37,1950.02,17.21,6.62,1.13,23.0,23.459711,30.079712,5.240195,0.03999996,-0.00999999,0.04000008,15.929163,21.621601,33.333355,24.667345,32.029816,16.614243
38,1950.03,17.35,6.53,1.14,23.8,9.761858,16.291859,41.73909,0.00999999,0.03999996,-0.00999999,5.240195,15.929163,21.621601,23.459711,24.667345,32.029816
39,1950.04,17.84,6.36,1.16,24.6,33.890472,40.250473,40.336193,0.01999998,0.00999999,0.03999996,41.73909,5.240195,15.929163,9.761858,23.459711,24.667345
40,1950.05,18.44,6.16,1.17,25.2,40.35877,46.51877,29.26831,0.00999999,0.01999998,0.00999999,40.336193,41.73909,5.240195,33.890472,9.761858,23.459711
41,1950.06,18.74,6.12,1.17,25.9,19.522726,25.642727,33.33328,0.0,0.00999999,0.01999998,29.26831,40.336193,41.73909,40.35877,33.890472,9.761858
42,1950.07,17.38,6.63,1.17,26.7,-87.08649,-80.45649,37.06569,0.0,0.0,0.00999999,33.33328,29.26831,40.336193,19.522726,40.35877,33.890472
43,1950.08,18.43,6.54,1.21,27.6,72.49721,79.03721,40.44942,0.04000008,0.0,0.0,37.06569,33.33328,29.26831,-87.08649,19.522726,40.35877
44,1950.09,19.08,6.65,1.31,27.4,42.322273,48.972275,-8.695685,0.099999905,0.04000008,0.0,40.44942,37.06569,33.33328,72.49721,-87.08649,19.522726
45,1950.1,19.87,6.39,1.33,27.6,49.685593,56.075592,8.759157,0.0200001,0.099999905,0.04000008,-8.695685,40.44942,37.06569,42.322273,72.49721,-87.08649
46,1950.11,19.83,6.97,1.36,27.5,-2.4157572,4.5542426,-4.3478427,0.029999971,0.0200001,0.099999905,8.759157,-8.695685,40.44942,49.685593,42.322273,72.49721
47,1950.12,19.75,7.24,1.37,28.0,-4.841145,2.3988547,21.818182,0.00999999,0.029999971,0.0200001,-4.3478427,8.759157,-8.695685,-2.4157572,49.685593,42.322273
48,1951.01,21.21,6.34,1.39,28.1,88.7088,95.0488,4.2857304,0.01999998,0.00999999,0.029999971,21.818182,-4.3478427,8.759157,-4.841145,-2.4157572,49.685593
49,1951.02,22.0,6.2,1.39,28.3,44.69595,50.89595,8.540876,0.0,0.01999998,0.00999999,4.2857304,21.818182,-4.3478427,88.7088,-4.841145,-2.4157572
50,1951.03,21.63,6.34,1.42,28.4,-20.181864,-13.841864,4.2402987,0.029999971,0.0,0.01999998,8.540876,4.2857304,21.818182,44.69595,88.7088,-4.841145
51,1951.04,21.92,6.27,1.52,28.5,16.088818,22.358818,4.2253685,0.100000024,0.029999971,0.0,4.2402987,8.540876,4.2857304,-20.181864,44.69595,88.7088
52,1951.05,21.93,6.23,1.58,28.4,0.54745775,6.7774577,-4.2105427,0.060000062,0.100000024,0.029999971,4.2253685,4.2402987,8.540876,16.088818,-20.181864,44.69595
53,1951.06,21.55,6.3,1.5,28.2,-20.793491,-14.493491,-8.450656,-0.08000004,0.060000062,0.100000024,-4.2105427,4.2253685,4.2402987,0.54745775,16.088818,-20.181864
54,1951.07,21.93,6.25,1.59,27.8,21.160152,27.410152,-17.021341,0.09000003,-0.08000004,0.060000062,-8.450656,-4.2105427,4.2253685,-20.793491,0.54745775,16.088818
55,1951.08,22.89,5.96,1.64,27.5,52.530727,58.490726,-12.949608,0.049999952,0.09000003,-0.08000004,-17.021341,-8.450656,-4.2105427,21.160152,-20.793491,0.54745775
56,1951.09,23.48,5.75,1.65,27.7,30.930546,36.680546,8.727306,0.00999999,0.049999952,0.09000003,-12.949608,-17.021341,-8.450656,52.530727,21.160152,-20.793491
57,1951.1,23.36,5.77,1.61,27.7,-6.1328244,-0.36282444,0.0,-0.03999996,0.00999999,0.049999952,8.727306,-12.949608,-17.021341,30.930546,52.530727,21.160152
58,1951.11,22.71,6.18,1.61,27.9,-33.390488,-27.210487,8.66421,0.0,-0.03999996,0.00999999,0.0,8.727306,-12.949608,-6.1328244,30.930546,52.530727
59,1951.12,23.41,5.99,1.73,28.1,36.98815,42.97815,8.602183,0.120000005,0.0,-0.03999996,8.66421,0.0,8.727306,-33.390488,-6.1328244,30.930546
60,1952.01,24.19,5.82,1.69,28.4,39.98295,45.802948,12.811355,-0.03999996,0.120000005,0.0,8.602183,8.66421,0.0,36.98815,-33.390488,-6.1328244
61,1952.02,23.75,5.99,1.57,28.5,-21.827229,-15.837229,4.2253685,-0.120000005,-0.03999996,0.120000005,12.811355,8.602183,8.66421,39.98295,36.98815,-33.390488
62,1952.03,23.81,5.94,1.66,28.6,3.031552,8.971552,4.2105427,0.089999914,-0.120000005,-0.03999996,4.2253685,12.811355,8.602183,-21.827229,39.98295,36.98815
63,1952.04,23.74,5.96,1.62,28.4,-3.527914,2.432086,-8.39164,-0.03999996,0.089999914,-0.120000005,4.2105427,4.2253685,12.811355,3.031552,-21.827229,39.98295
64,1952.05,23.73,5.99,1.71,28.1,-0.50548756,5.4845123,-12.6760235,0.09000003,-0.03999996,0.089999914,-8.39164,4.2105427,4.2253685,-3.527914,3.031552,-21.827229
65,1952.06,24.38,5.83,1.7,27.8,32.869766,38.699768,-12.811436,-0.00999999,0.09000003,-0.03999996,-12.6760235,-8.39164,4.2105427,-0.50548756,-3.527914,3.031552
66,1952.07,25.08,5.65,1.82,27.4,34.45451,40.10451,-17.26617,0.120000005,-0.00999999,0.09000003,-12.811436,-12.6760235,-8.39164,32.869766,-0.50548756,-3.527914
67,1952.08,25.18,5.66,1.88,29.2,4.784707,10.444707,78.83217,0.059999943,0.120000005,-0.00999999,-17.26617,-12.811436,-12.6760235,34.45451,32.869766,-0.50548756
68,1952.09,24.78,5.74,1.79,30.2,-19.062729,-13.322729,41.095886,-0.09000003,0.059999943,0.120000005,78.83217,-17.26617,-12.811436,4.784707,34.45451,32.869766
69,1952.1,24.26,5.89,1.78,30.5,-25.18162,-19.29162,11.9205,-0.00999999,-0.09000003,0.059999943,41.095886,78.83217,-17.26617,-19.062729,4.784707,34.45451
70,1952.11,25.03,5.69,1.86,31.1,38.08741,43.77741,23.606571,0.08000004,-0.00999999,-0.09000003,11.9205,41.095886,78.83217,-25.18162,-19.062729,4.784707
71,1952.12,26.04,5.47,2.13,31.3,48.421906,53.891907,7.716998,0.2700001,0.08000004,-0.00999999,23.606571,11.9205,41.095886,38.08741,-25.18162,-19.062729
72,1953.01,26.18,5.45,2.04,31.4,6.451585,11.901585,3.8338804,-0.09000015,0.2700001,0.08000004,7.716998,23.606571,11.9205,48.421906,38.08741,-25.18162
73,1953.02,25.86,5.52,2.02,31.6,-14.667671,-9.147671,7.6433415,-0.01999998,-0.09000015,0.2700001,3.8338804,7.716998,23.606571,6.451585,48.421906,38.08741
74,1953.03,25.99,5.48,2.08,31.8,6.032443,11.512444,7.594893,0.059999943,-0.01999998,-0.09000015,7.6433415,3.8338804,7.716998,-14.667671,6.451585,48.421906
75,1953.04,24.71,5.75,2.18,32.0,-59.099686,-53.349686,7.5471992,0.10000014,0.059999943,-0.01999998,7.594893,7.6433415,3.8338804,6.032443,-14.667671,6.451585
76,1953.05,24.84,5.77,2.2,32.2,6.313286,12.083286,7.5000286,0.01999998,0.10000014,0.059999943,7.5471992,7.594893,7.6433415,-59.099686,6.032443,-14.667671
77,1953.06,23.95,5.99,2.23,32.0,-42.99514,-37.005142,-7.4534445,0.029999971,0.01999998,0.10000014,7.5000286,7.5471992,7.594893,6.313286,-59.099686,6.032443
78,1953.07,24.29,5.9,2.1,32.4,17.035498,22.935497,15.000057,-0.13000011,0.029999971,0.01999998,-7.4534445,7.5000286,7.5471992,-42.99514,6.313286,-59.099686
79,1953.08,24.39,5.87,2.09,32.2,4.9402294,10.810229,-7.4074354,-0.00999999,-0.13000011,0.029999971,15.000057,-7.4534445,7.5000286,17.035498,-42.99514,6.313286
80,1953.09,23.27,6.14,1.88,31.6,-55.1045,-48.9645,-22.360262,-0.20999992,-0.00999999,-0.13000011,-7.4074354,15.000057,-7.4534445,4.9402294,17.035498,-42.99514
81,1953.1,23.97,5.99,1.4,31.3,36.097923,42.08792,-11.392448,-0.48000002,-0.20999992,-0.00999999,-22.360262,-7.4074354,15.000057,-55.1045,4.9402294,17.035498
82,1953.11,24.5,5.92,1.43,30.6,26.533201,32.4532,-26.837017,0.029999971,-0.48000002,-0.20999992,-11.392448,-22.360262,-7.4074354,36.097923,-55.1045,4.9402294
83,1953.12,24.83,5.83,1.63,29.8,16.163261,21.993261,-31.372593,0.20000005,0.029999971,-0.48000002,-26.837017,-11.392448,-22.360262,26.533201,36.097923,-55.1045
84,1954.01,25.46,5.69,1.21,29.6,30.447,36.137,-8.053645,-0.41999996,0.20000005,0.029999971,-31.372593,-26.837017,-11.392448,16.163261,26.533201,36.097923
85,1954.02,26.02,5.62,0.98,29.7,26.39441,32.01441,4.0540695,-0.23000002,-0.41999996,0.20000005,-8.053645,-31.372593,-26.837017,30.447,16.163261,26.533201
86,1954.03,26.57,5.46,1.05,29.5,25.365068,30.82507,-8.080838,0.06999993,-0.23000002,-0.41999996,4.0540695,-8.053645,-31.372593,26.39441,30.447,16.163261
87,1954.04,27.63,5.24,1.01,29.3,47.873516,53.113518,-8.135624,-0.03999996,0.06999993,-0.23000002,-8.080838,4.0540695,-8.053645,25.365068,26.39441,30.447
88,1954.05,28.73,5.02,0.78,29.5,47.774178,52.794178,8.191158,-0.23000002,-0.03999996,0.06999993,-8.135624,-8.080838,4.0540695,47.873516,25.365068,26.39441
89,1954.06,28.96,4.99,0.65,29.6,9.606665,14.596664,4.067812,-0.13,-0.23000002,-0.03999996,8.191158,-8.135624,-8.080838,47.774178,47.873516,25.365068
90,1954.07,30.13,4.77,0.71,29.6,48.480667,53.250668,0.0,0.060000002,-0.13,-0.23000002,4.067812,8.191158,-8.135624,9.606665,47.774178,47.873516
91,1954.08,30.73,4.63,0.89,29.6,23.896463,28.526463,0.0,0.18,0.060000002,-0.13,0.0,4.067812,8.191158,48.480667,9.606665,47.774178
92,1954.09,31.45,4.57,1.01,29.6,28.115896,32.685898,0.0,0.120000005,0.18,0.060000002,0.0,0.0,4.067812,23.896463,48.480667,9.606665
93,1954.1,32.18,4.43,0.99,30.0,27.853718,32.28372,16.216202,-0.01999998,0.120000005,0.18,0.0,0.0,0.0,28.115896,23.896463,48.480667
94,1954.11,33.44,4.52,0.95,30.5,46.98564,51.505642,20.0,-0.04000002,-0.01999998,0.120000005,16.216202,0.0,0.0,27.853718,28.115896,23.896463
95,1954.12,34.97,4.45,1.17,30.9,54.904404,59.354404,15.73769,0.21999997,-0.04000002,-0.01999998,20.0,16.216202,0.0,46.98564,27.853718,28.115896
96,1955.01,35.6,4.38,1.26,31.6,21.618435,25.998436,27.184496,0.09000003,0.21999997,-0.04000002,15.73769,20.0,16.216202,54.904404,46.98564,27.853718
97,1955.02,36.79,4.32,1.18,32.0,40.112442,44.43244,15.189859,-0.08000004,0.09000003,0.21999997,27.184496,15.73769,20.0,21.618435,54.904404,46.98564
98,1955.03,36.5,4.33,1.33,32.7,-9.459122,-5.129122,26.250029,0.1500001,-0.08000004,0.09000003,15.189859,27.184496,15.73769,40.112442,21.618435,54.904404
99,1955.04,37.76,4.19,1.62,33.1,41.424603,45.6146,14.678814,0.28999996,0.1500001,-0.08000004,26.250029,15.189859,27.184496,-9.459122,40.112442,21.618435
100,1955.05,37.6,4.23,1.49,33.7,-5.084741,-0.8547411,21.75235,-0.13,0.28999996,0.1500001,14.678814,26.250029,15.189859,41.424603,-9.459122,40.112442
101,1955.06,39.78,4.01,1.43,33.7,69.57448,73.58448,0.0,-0.060000062,-0.13,0.28999996,21.75235,14.678814,26.250029,-5.084741,41.424603,-9.459122
102,1955.07,42.69,3.72,1.62,34.0,87.78281,91.50281,10.682466,0.19000006,-0.060000062,-0.13,0.0,21.75235,14.678814,69.57448,-5.084741,41.424603
103,1955.08,42.43,3.87,1.88,33.9,-7.308456,-3.438456,-3.529358,0.26,0.19000006,-0.060000062,10.682466,0.0,21.75235,87.78281,69.57448,-5.084741
104,1955.09,44.34,3.72,2.09,34.1,54.01838,57.73838,7.0795374,0.20999992,0.26,0.19000006,-3.529358,10.682466,0.0,-7.308456,87.78281,69.57448
105,1955.1,42.11,3.94,2.26,34.7,-60.351814,-56.411816,21.11445,0.17000008,0.20999992,0.26,7.0795374,-3.529358,10.682466,54.01838,-7.308456,87.78281
106,1955.11,44.95,4.05,2.23,34.8,80.9309,84.9809,3.4581604,-0.029999971,0.17000008,0.20999992,21.11445,7.0795374,-3.529358,-60.351814,54.01838,-7.308456
107,1955.12,45.37,4.15,2.56,34.9,11.212409,15.36241,3.4483547,0.32999992,-0.029999971,0.17000008,3.4581604,21.11445,7.0795374,80.9309,-60.351814,54.01838
108,1956.01,44.15,4.24,2.46,35.1,-32.267952,-28.027952,6.876685,-0.099999905,0.32999992,-0.029999971,3.4483547,3.4581604,21.11445,11.212409,80.9309,-60.351814
109,1956.02,44.43,4.24,2.37,34.8,7.6103854,11.850386,-10.256385,-0.09000015,-0.099999905,0.32999992,6.876685,3.4483547,3.4581604,-32.267952,11.212409,80.9309
110,1956.03,47.49,3.97,2.31,34.8,82.6469,86.6169,0.0,-0.059999943,-0.09000015,-0.099999905,-10.256385,6.876685,3.4483547,7.6103854,-32.267952,11.212409
111,1956.04,48.05,3.94,2.61,35.1,14.150285,18.090284,10.344802,0.29999995,-0.059999943,-0.09000015,0.0,-10.256385,6.876685,82.6469,7.6103854,-32.267952
112,1956.05,46.54,4.09,2.65,34.8,-37.71068,-33.620678,-10.256385,0.0400002,0.29999995,-0.059999943,10.344802,0.0,-10.256385,14.150285,82.6469,7.6103854
113,1956.06,46.27,4.09,2.53,34.5,-6.9617653,-2.8717651,-10.344802,-0.120000124,0.0400002,0.29999995,-10.256385,10.344802,0.0,-37.71068,14.150285,82.6469
114,1956.07,48.78,3.89,2.33,33.4,65.09613,68.98613,-38.26082,-0.20000005,-0.120000124,0.0400002,-10.344802,-10.256385,10.344802,-6.9617653,-37.71068,14.150285
115,1956.08,48.49,3.92,2.61,34.8,-7.134,-3.2139997,50.299316,0.27999997,-0.20000005,-0.120000124,-38.26082,-10.344802,-10.256385,65.09613,-6.9617653,-37.71068
116,1956.09,46.84,4.07,2.85,35.6,-40.8332,-36.7632,27.586182,0.24000001,0.27999997,-0.20000005,50.299316,-38.26082,-10.344802,-7.134,65.09613,-6.9617653
117,1956.1,46.24,4.12,2.96,35.9,-15.371438,-11.251438,10.112463,0.11000013,0.24000001,0.27999997,27.586182,50.299316,-38.26082,-40.8332,-7.134,65.09613
118,1956.11,45.76,4.27,3.0,35.6,-12.456834,-8.186834,-10.027957,0.03999996,0.11000013,0.24000001,10.112463,27.586182,50.299316,-15.371438,-40.8332,-7.134
119,1956.12,46.44,4.24,3.23,36.1,17.832176,22.072176,16.853933,0.23000002,0.03999996,0.11000013,-10.027957,10.112463,27.586182,-12.456834,-15.371438,-40.8332
120,1957.01,45.43,4.31,3.21,36.0,-26.098148,-21.788149,-3.324049,-0.01999998,0.23000002,0.03999996,16.853933,-10.027957,10.112463,17.832176,-12.456834,-15.371438
121,1957.02,43.47,4.54,3.17,36.3,-51.771935,-47.231934,9.999975,-0.03999996,-0.01999998,0.23000002,-3.324049,16.853933,-10.027957,-26.098148,17.832176,-12.456834
122,1957.03,44.03,4.47,3.14,36.3,15.45887,19.92887,0.0,-0.029999971,-0.03999996,-0.01999998,9.999975,-3.324049,16.853933,-51.771935,-26.098148,17.832176
123,1957.04,45.05,4.36,3.11,35.8,27.79924,32.15924,-16.528927,-0.03000021,-0.029999971,-0.03999996,0.0,9.999975,-3.324049,15.45887,-51.771935,-26.098148
124,1957.05,46.78,4.18,3.04,35.7,46.08212,50.26212,-3.3519044,-0.06999993,-0.03000021,-0.029999971,-16.528927,0.0,9.999975,27.79924,15.45887,-51.771935
125,1957.06,47.55,4.04,3.32,35.8,19.752043,23.792042,3.3612933,0.27999997,-0.06999993,-0.03000021,-3.3519044,-16.528927,0.0,46.08212,27.79924,15.45887
126,1957.07,48.51,3.95,3.17,36.0,24.227108,28.177109,6.703936,-0.14999986,0.27999997,-0.06999993,3.3612933,-3.3519044,-16.528927,19.752043,46.08212,27.79924
127,1957.08,45.84,4.17,3.4,36.0,-66.048195,-61.878197,0.0,0.23000002,-0.14999986,0.27999997,6.703936,3.3612933,-3.3519044,24.227108,19.752043,46.08212
128,1957.09,43.98,4.31,3.58,35.7,-48.691116,-44.381115,-9.999975,0.17999983,0.23000002,-0.14999986,0.0,6.703936,3.3612933,-66.048195,24.227108,19.752043
129,1957.1,41.24,4.54,3.59,35.1,-74.7612,-70.2212,-20.168144,0.00999999,0.17999983,0.23000002,-9.999975,0.0,6.703936,-48.691116,-66.048195,24.227108
130,1957.11,40.35,4.67,3.34,34.3,-25.897278,-21.227278,-27.350403,-0.25,0.00999999,0.17999983,-20.168144,-9.999975,0.0,-74.7612,-48.691116,-66.048195
131,1957.12,40.33,4.64,3.1,33.7,-0.5946957,4.0453043,-20.991201,-0.24000001,-0.25,0.00999999,-27.350403,-20.168144,-9.999975,-25.897278,-74.7612,-48.691116
132,1958.01,41.12,4.48,2.6,33.0,23.505987,27.985987,-24.925842,-0.5,-0.24000001,-0.25,-20.991201,-27.350403,-20.168144,-0.5946957,-25.897278,-74.7612
133,1958.02,41.26,4.47,1.56,32.3,4.0855856,8.555586,-25.454573,-1.04,-0.5,-0.24000001,-24.925842,-20.991201,-27.350403,23.505987,-0.5946957,-25.897278
134,1958.03,42.11,4.37,1.35,31.9,24.721348,29.091347,-14.860666,-0.20999992,-1.04,-0.5,-25.454573,-24.925842,-20.991201,4.0855856,23.505987,-0.5946957
135,1958.04,42.34,4.33,1.13,31.4,6.55425,10.88425,-18.808779,-0.22000003,-0.20999992,-1.04,-14.860666,-25.454573,-24.925842,24.721348,4.0855856,23.505987
136,1958.05,43.7,4.19,1.05,31.7,38.545128,42.735126,11.465013,-0.08000004,-0.22000003,-0.20999992,-18.808779,-14.860666,-25.454573,6.55425,24.721348,4.0855856
137,1958.06,44.75,4.08,0.88,32.6,28.832932,32.912933,34.069313,-0.16999996,-0.08000004,-0.22000003,11.465013,-18.808779,-14.860666,38.545128,6.55425,24.721348
138,1958.07,45.98,3.98,0.96,33.0,32.98323,36.96323,14.723983,0.07999998,-0.16999996,-0.08000004,34.069313,11.465013,-18.808779,28.832932,38.545128,6.55425
139,1958.08,47.7,3.78,1.69,33.7,44.889114,48.669113,25.454573,0.7300001,0.07999998,-0.16999996,14.723983,34.069313,11.465013,32.98323,28.832932,38.545128
140,1958.09,48.96,3.69,2.48,34.0,31.69807,35.38807,10.682466,0.78999996,0.7300001,0.07999998,25.454573,14.723983,34.069313,44.889114,32.98323,28.832932
141,1958.1,50.95,3.54,2.79,34.4,48.77455,52.314552,14.117701,0.30999994,0.78999996,0.7300001,10.682466,25.454573,14.723983,31.69807,44.889114,32.98323
142,1958.11,52.5,3.42,2.76,35.4,36.506363,39.92636,34.88372,-0.029999971,0.30999994,0.78999996,14.117701,10.682466,25.454573,48.77455,31.69807,44.889114
