,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
350,4.57,14,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.5195132,9,0
351,12.5,18,6,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.5257287,36,4
352,3.45,12,6,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.2383742,36,25
353,4.63,12,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.5325569,256,1
354,10.0,12,31,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.3025851,961,4
355,2.92,11,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.0715836,1,0
356,4.51,12,5,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.5062972,25,4
357,6.5,17,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8718022,9,0
358,7.5,16,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2.014903,121,0
359,3.54,13,6,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.2641267,36,49
360,4.2,13,11,3,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.4350845,121,9
361,3.51,12,7,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.2556161,49,4
362,4.5,14,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.5040774,25,0
363,3.35,14,5,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.2089603,25,16
364,2.91,11,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1.0681531,4,4
365,5.25,10,44,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.658228,1936,49
366,4.05,8,44,25,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.3987169,1936,625
367,3.75,14,13,0,0,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1.3217559,169,0
368,3.4,12,26,15,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.2237755,676,225
369,3.0,10,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0986123,4,1
370,6.29,17,10,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.838961,100,9
371,2.54,9,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.9321641,4,0
372,4.5,12,35,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.5040774,1225,0
373,3.13,12,6,5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.141033,36,25
374,6.36,14,8,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.8500284,64,1
375,4.68,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.5432981,1,0
376,6.8,12,14,10,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.9169227,196,100
377,8.53,10,14,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.1435893,196,36
378,4.17,0,22,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.427916,484,100
379,3.75,14,8,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.3217559,64,16
380,11.1,15,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,2.4069452,1,16
381,3.26,16,15,5,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.1817272,225,25
382,9.13,12,14,12,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2.2115657,196,144
383,4.5,11,37,10,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1.5040774,1369,100
384,3.0,11,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123,1,1
385,8.75,12,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2.1690538,16,16
386,4.14,13,29,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.4206958,841,0
387,2.87,12,45,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.054312,2025,64
388,3.35,13,22,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1.2089603,484,0
389,6.08,16,42,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.8050047,1764,100
390,3.0,15,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0986123,81,0
391,4.2,16,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4350845,64,0
392,5.6,15,31,15,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.7227666,961,225
393,10.0,12,24,24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.3025851,576,576
394,12.5,18,16,5,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.5257287,256,25
395,3.76,6,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3244189,36,0
396,3.1,6,14,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0,1.1314021,196,0
397,4.29,12,47,25,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1.4562867,2209,625
398,10.92,12,34,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.390596,1156,25
399,7.5,16,6,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.014903,36,4
400,4.05,9,7,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3987169,49,16
401,4.65,12,27,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1.5368673,729,4
402,5.0,11,24,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.609438,576,25
403,2.9,10,18,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0647107,324,0
404,8.0,12,12,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0794415,144,9
405,8.43,8,27,3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2.1317968,729,9
406,2.92,9,49,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0715836,2401,0
407,6.25,17,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.8325815,16,0
408,6.25,16,24,2,0,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1.8325815,576,4
409,5.11,11,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.6311995,9,0
410,4.0,10,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.3862944,4,0
411,4.44,8,29,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1.4906543,841,121
412,6.88,13,34,21,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.9286187,1156,441
413,5.43,14,10,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.6919391,100,9
414,3.0,13,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123,25,0
415,2.9,11,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0647107,4,0
416,6.25,7,39,21,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.8325815,1521,441
417,4.34,16,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.4678744,25,4
418,3.25,12,14,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1.178655,196,4
419,7.26,13,8,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.9823799,64,4
420,6.35,14,10,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.8484548,100,1
421,5.63,16,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.7281095,4,4
422,8.75,14,9,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.1690538,81,9
423,3.2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1631508,1,0
424,3.0,8,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986123,2025,1
425,3.0,14,33,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0986123,1089,9
426,12.5,17,21,18,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5257287,441,324
427,2.88,10,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0577903,4,0
428,3.35,12,9,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2089603,81,1
429,6.5,12,33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8718022,1089,4
430,10.38,18,16,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.339881,256,4
431,4.5,14,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.5040774,100,0
432,10.0,18,9,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.3025851,81,64
433,3.81,12,8,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1.3376292,64,1
434,8.8,16,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.1747518,81,1
435,9.42,14,23,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2.242835,529,0
436,6.33,12,23,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1.8453002,529,64
437,4.0,9,22,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3862944,484,324
438,2.9,12,37,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0647107,1369,0
439,20.0,12,22,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.9957323,484,16
440,11.25,17,28,25,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2.4203682,784,625
441,3.5,12,14,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1.2527629,196,0
442,6.0,15,19,4,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.7917595,361,16
443,14.38,17,10,9,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2.6658382,100,81
444,6.36,16,25,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.8500284,625,0
445,3.55,12,21,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2669476,441,0
446,3.0,15,32,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123,1024,0
447,4.5,16,21,10,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.5040774,441,100
448,6.63,12,36,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.8916048,1296,0
449,9.3,15,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.2300143,4,4
450,3.0,12,11,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0986123,121,0
451,3.25,12,40,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.178655,1600,4
452,1.5,12,11,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0.4054651,121,1
453,5.9,12,9,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7749524,81,49
454,8.0,16,23,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.0794415,529,16
455,2.9,11,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.0647107,1,0
456,3.29,14,30,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.1908876,900,169
457,6.5,14,41,33,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.8718022,1681,1089
458,4.0,13,6,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.3862944,36,0
459,6.0,14,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.7917595,121,0
460,4.08,12,43,17,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4060969,1849,289
461,3.75,12,39,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.3217559,1521,4
462,3.05,8,50,24,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.1151416,2500,576
463,3.5,12,26,20,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.2527629,676,400
464,2.92,3,51,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.0715836,2601,900
465,4.5,11,3,9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.5040774,9,81
466,3.35,15,3,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1.2089603,9,1
467,5.95,11,15,9,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.7833912,225,81
468,8.0,12,17,6,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2.0794415,289,36
469,3.0,4,36,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0986123,1296,0
470,5.0,9,31,9,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.609438,961,81
471,5.5,12,9,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.704748,81,16
472,2.65,12,42,10,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.97455966,1764,100
473,3.0,11,3,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1.0986123,9,0
474,4.5,12,37,14,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.5040774,1369,196
475,17.5,16,23,22,0,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,2.862201,529,484
476,8.18,13,21,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.1016922,441,25
477,9.09,15,11,12,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2.207175,121,144
478,11.82,16,35,13,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2.469793,1225,169
479,3.25,12,42,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.178655,1764,0
480,4.5,12,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5040774,9,0
481,4.5,12,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5040774,169,0
482,3.71,9,14,7,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.3110319,196,49
483,6.5,10,14,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1.8718022,196,121
484,2.9,12,39,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0647107,1521,1
485,5.6,11,11,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1.7227666,121,64
486,2.23,8,28,3,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0.8020016,784,9
487,5.0,6,18,0,0,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,1.609438,324,0
488,8.33,16,6,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2.1198635,36,4
489,2.9,12,26,1,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0647107,676,1
490,6.25,12,21,6,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1.8325815,441,36
491,4.55,16,34,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.5151273,1156,4
492,3.28,12,17,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.1878434,289,4
493,2.3,10,2,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0.8329091,4,0
494,3.3,13,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.1939224,25,0
495,3.15,13,1,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1.1474025,1,0
496,12.5,14,40,30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.5257287,1600,900
497,5.15,16,39,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.6389967,1521,441
498,3.13,10,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1.141033,1,1
499,7.25,12,14,5,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1.9810015,196,25
500,2.9,12,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.0647107,4,4
501,1.75,11,2,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0.5596158,4,1
502,2.89,0,42,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0612565,1764,0
503,2.9,5,34,0,0,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0647107,1156,0
504,17.71,16,10,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2.8741293,100,9
505,6.25,16,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.8325815,16,9
506,2.6,9,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9555114,16,0
507,6.63,15,21,3,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1.8916048,441,9
508,3.5,12,31,3,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.2527629,961,9
509,6.5,12,20,14,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8718022,400,196
510,3.0,12,36,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.0986123,1296,1
511,4.38,13,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1.4770488,49,0
512,10.0,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.3025851,225,0
513,4.95,7,25,17,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5993875,625,289
514,9.0,17,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2.1972246,49,0
515,1.43,12,17,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.35767442,289,0
516,3.08,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.1249295,9,1
517,9.33,14,12,11,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2.2332351,144,121
518,7.5,12,18,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2.014903,324,25
519,4.75,13,47,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5581446,2209,1
520,5.65,12,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.7316556,4,0
521,15.0,16,14,2,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,2.7080503,196,4
522,2.27,10,2,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0.8197798,4,0
523,4.67,15,13,18,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1.541159,169,324
524,11.56,16,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.447551,25,1
525,3.5,14,5,4,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1.2527629,25,16
